id	name	coolTime	category	level	icon	rank	maxStack	rareGrade	requiredEquipmentType	combatItemType	requiredLevel	equipSound	usedSound	artisanable	boundType	buyPrice	changeColorEnable	changeLook	coolTimeGroup	destroyable	dismantlable	dropSilhouette	dropSound	enchantEnable	extractLook	guildWarehouseStorable	linkCrestId	linkCustomizingId	linkEquipmentId	linkLookInfoId	linkPetAdultId	linkPetOrbId	linkSkillId	masterpieceRate	obtainable	periodItemCategoryId	sellPrice	slotLimit	sortingNumber	storeSellable	tradable	unidentifiedItemGrade	useOnlyTerritory	warehouseStorable	linkSkillPeriodDay	accessoryColorId	periodInMinute	requiredClass	requiredUserStatus	requiredGender	requiredRace	isReputation	requiredMaxLevel	combatItemArg1	linkSocialId	linkChangeColorListId	linkPassivityId	styleCostumeId	customizingString	dropEffect	enchantEquipType	linkPassivityCategoryId	combatItemArg3	combatItemArg4	combatItemArg5	itemMixId
210010	premium_face	0	style_face	1	Icon_Equipments.Acc_004C_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	4	0	0	0	0	True	0	0	0	0	False	False	0	False	True		004C	-1																			
210011	premium_face	0	style_face	1	Icon_Equipments.Acc_004C_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	4	0	0	0	0	True	150003	0	0	0	False	False	0	False	True		004C	20160																			
210012	premium_face	0	style_face	1	Icon_Equipments.Acc_004D_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	4	0	0	0	0	True	0	0	0	0	False	False	0	False	True		004D	-1																			
210013	premium_face	0	style_face	1	Icon_Equipments.Acc_004D_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	4	0	0	0	0	True	150004	0	0	0	False	False	0	False	True		004D	20160																			
210014	premium_face	0	style_face	1	Icon_Equipments.Acc_006A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	0	0	0	0	False	False	0	False	True		006A	-1																			
210015	premium_face	0	style_face	1	Icon_Equipments.Acc_006A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	150005	0	0	0	False	False	0	False	True		006A	20160																			
210016	premium_face	0	style_face	1	Icon_Equipments.Acc_006B_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	0	0	0	0	False	False	0	False	True		006B	-1																			
210017	premium_face	0	style_face	1	Icon_Equipments.Acc_006B_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	150006	0	0	0	False	False	0	False	True		006B	20160																			
210018	premium_face	0	style_face	1	Icon_Equipments.Acc_006C_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	0	0	0	0	False	False	0	False	True		006C	-1																			
210019	premium_face	0	style_face	1	Icon_Equipments.Acc_006C_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	150007	0	0	0	False	False	0	False	True		006C	20160																			
210020	premium_face	0	style_face	1	Icon_Equipments.Acc_006D_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	0	0	0	0	False	False	0	False	True		006D	-1																			
210021	premium_face	0	style_face	1	Icon_Equipments.Acc_006D_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	6	0	0	0	0	True	150008	0	0	0	False	False	0	False	True		006D	20160																			
210022	premium_face	0	style_face	1	Icon_Equipments.Acc_011A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	11	0	0	0	0	True	0	0	0	0	False	True	0	False	True		011A	-1																			
210023	premium_face	0	style_face	1	Icon_Equipments.Acc_011A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	11	0	0	0	0	True	150009	0	0	0	False	False	0	False	True		011A	20160																			
210024	premium_face	0	style_face	1	Icon_Equipments.Acc_012A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	12	0	0	0	0	True	0	0	0	0	False	False	0	False	True		012A	-1																			
210025	premium_face	0	style_face	1	Icon_Equipments.Acc_012A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	12	0	0	0	0	True	150010	0	0	0	False	False	0	False	True		012A	20160																			
210026	premium_face	0	style_face	1	Icon_Equipments.Acc_018A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	18	0	0	0	0	True	0	0	0	0	False	False	0	False	True		018A	-1																			
210027	premium_face	0	style_face	1	Icon_Equipments.Acc_018A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	18	0	0	0	0	True	150011	0	0	0	False	False	0	False	True		018A	20160																			
210028	premium_face	0	style_face	1	Icon_Equipments.Acc_018B_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	18	0	0	0	0	True	0	0	0	0	False	False	0	False	True		018B	-1																			
210029	premium_face	0	style_face	1	Icon_Equipments.Acc_018B_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	18	0	0	0	0	True	150012	0	0	0	False	False	0	False	True		018B	20160																			
210030	premium_face	0	style_face	1	Icon_Equipments.Acc_019A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	0	0	0	0	False	False	0	False	True		019A	-1																			
210031	premium_face	0	style_face	1	Icon_Equipments.Acc_019A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	150013	0	0	0	False	False	0	False	True		019A	20160																			
210032	premium_face	0	style_face	1	Icon_Equipments.Acc_019B_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	0	0	0	0	False	False	0	False	True		019B	-1																			
210033	premium_face	0	style_face	1	Icon_Equipments.Acc_019B_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	150014	0	0	0	False	False	0	False	True		019B	20160																			
210034	premium_face	0	style_face	1	Icon_Equipments.Acc_019C_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	0	0	0	0	False	False	0	False	True		019C	-1																			
210035	premium_face	0	style_face	1	Icon_Equipments.Acc_019C_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	150015	0	0	0	False	False	0	False	True		019C	20160																			
210036	premium_face	0	style_face	1	Icon_Equipments.Acc_019D_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	0	0	0	0	False	False	0	False	True		019D	-1																			
210037	premium_face	0	style_face	1	Icon_Equipments.Acc_019D_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000000	19	0	0	0	0	True	150016	0	0	0	False	False	0	False	True		019D	20160																			
210038	premium_mask	0	style_hair	1	Icon_Equipments.Acc_027A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000001	27	0	0	0	0	True	0	0	0	0	False	False	0	False	True		027A	-1																			
210039	premium_mask	0	style_hair	1	Icon_Equipments.Acc_027A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000001	27	0	0	0	0	True	150017	0	0	0	False	False	0	False	True		027A	20160																			
210040	premium_mask	0	style_hair	1	Icon_Equipments.Acc_028A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000001	28	0	0	0	0	True	0	0	0	0	False	False	0	False	True		028A	-1																			
210041	premium_mask	0	style_hair	1	Icon_Equipments.Acc_028A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000001	28	0	0	0	0	True	150018	0	0	0	False	False	0	False	True		028A	20160																			
210042	premium_mask	0	style_hair	1	Icon_Equipments.Acc_031A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000001	31	0	0	0	0	True	0	0	0	0	False	False	0	False	True		031A	-1																			
210043	premium_mask	0	style_hair	1	Icon_Equipments.Acc_031A_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue		False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000001	31	0	0	0	0	True	150019	0	0	0	False	False	0	False	True		031A	20160																			
210044	premium_weapon	0	style_dual	1	Icon_Equipments.Event_Season_Dual_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue		False	Equip	0	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	601001	0	0	0	0	True	0	0	0	0	False	True	0	False	True			-1	WARRIOR																		
210045	premium_weapon	0	style_dual	1	Icon_Equipments.Event_Season_Dual_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue		False	None	0	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	601001	0	0	0	0	True	150020	0	0	0	False	False	0	False	True			20160	WARRIOR																		
210046	premium_weapon	0	style_lance	1	Icon_Equipments.Event_Season_Lance_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_LanceCue		False	Equip	0	False	False	0	True	False	Item_DropBox.SM.Drop_Lance_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	602001	0	0	0	0	True	0	0	0	0	False	True	0	False	True			-1	LANCER																		
210047	premium_weapon	0	style_lance	1	Icon_Equipments.Event_Season_Lance_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_LanceCue		False	None	0	False	False	0	True	False	Item_DropBox.SM.Drop_Lance_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	602001	0	0	0	0	True	150021	0	0	0	False	False	0	False	True			20160	LANCER																		
210048	premium_weapon	0	style_twohand	1	Icon_Equipments.Event_Season_Twohand_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_TwoHandCue		False	Equip	0	False	False	0	True	False	Item_DropBox.SM.Drop_TwoH_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	603001	0	0	0	0	True	0	0	0	0	False	True	0	False	True			-1	SLAYER																		
210049	premium_weapon	0	style_twohand	1	Icon_Equipments.Event_Season_Twohand_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_TwoHandCue		False	None	0	False	False	0	True	False	Item_DropBox.SM.Drop_TwoH_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	603001	0	0	0	0	True	150022	0	0	0	False	False	0	False	True			20160	SLAYER																		
210050	premium_weapon	0	style_axe	1	Icon_Equipments.Event_Season_Axe_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_AxeCue		False	Equip	0	False	False	0	True	False	Item_DropBox.SM.Drop_Axe_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	604001	0	0	0	0	True	0	0	0	0	False	True	0	False	True			-1	BERSERKER																		
210051	premium_weapon	0	style_axe	1	Icon_Equipments.Event_Season_Axe_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_AxeCue		False	None	0	False	False	0	True	False	Item_DropBox.SM.Drop_Axe_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	604001	0	0	0	0	True	150023	0	0	0	False	False	0	False	True			20160	BERSERKER																		
210052	premium_weapon	0	style_circle	1	Icon_Equipments.Event_Season_Circle_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_CircleCue		False	Equip	0	False	False	0	True	False	Item_DropBox.SM.Drop_Circle_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	605001	0	0	0	0	True	0	0	0	0	False	True	0	False	True			-1	SORCERER																		
210053	premium_weapon	0	style_circle	1	Icon_Equipments.Event_Season_Circle_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_CircleCue		False	None	0	False	False	0	True	False	Item_DropBox.SM.Drop_Circle_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	605001	0	0	0	0	True	150024	0	0	0	False	False	0	False	True			20160	SORCERER																		
210054	premium_weapon	0	style_bow	1	Icon_Equipments.Event_Season_Bow_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_BowCue		False	Equip	0	False	False	0	True	False	Item_DropBox.SM.Drop_Bow_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	606001	0	0	0	0	True	0	0	0	0	False	True	0	False	True			-1	ARCHER																		
210055	premium_weapon	0	style_bow	1	Icon_Equipments.Event_Season_Bow_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_BowCue		False	None	0	False	False	0	True	False	Item_DropBox.SM.Drop_Bow_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	606001	0	0	0	0	True	150025	0	0	0	False	False	0	False	True			20160	ARCHER																		
210056	premium_weapon	0	style_staff	1	Icon_Equipments.Event_Season_Staff_01_Tex	0	1	0	NO_COMBAT	EQUIP_STYLE_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_StaffCue		False	Equip	0	False	False	0	True	False	Item_DropBox.SM.Drop_Staff_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	60000002	607001	0	0	0	0	True	0	0	0	0	False	True	0	False	True			-1	PRIEST																		
