id	name	coolTime	category	level	icon	rank	maxStack	rareGrade	requiredEquipmentType	combatItemType	requiredLevel	equipSound	usedSound	artisanable	boundType	buyPrice	changeColorEnable	changeLook	coolTimeGroup	destroyable	dismantlable	dropSilhouette	dropSound	enchantEnable	extractLook	guildWarehouseStorable	linkCrestId	linkCustomizingId	linkEquipmentId	linkLookInfoId	linkPetAdultId	linkPetOrbId	masterpieceRate	obtainable	sellPrice	slotLimit	sortingNumber	storeSellable	tradable	unidentifiedItemGrade	useOnlyTerritory	warehouseStorable	linkSkillId	itemMixId	requiredUserStatus	gambleItemGrade	conversionSmallGroup	gambleItemType	dropIdentify	linkEnchantId	linkMasterpieceEnchantId	linkMasterpiecePassivityCategoryId	linkMasterpiecePassivityId	linkPassivityCategoryId	linkPassivityId	masterpieceBasicStatRevise	requiredClass	optionResetDisable	equipmentSetId	uniqueEquippedItem	accessoryColorId	requiredGender	requiredRace
468	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
469	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
470	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
471	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
472	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
473	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
474	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
475	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
476	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
477	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
478	skill_book2	0	skillbook	60	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	SKILLBOOK	60	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	False	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True	8400010																				
479	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
480	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
483	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
484	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
485	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
486	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
487	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
488	delete_UnionItem1	0	etc	1	Icon_Items.SkillBook_Rider2_Tex	0	1	0	NO_COMBAT	NO_COMBAT	1	InterfaceSound.Equip_ItemCUE.Equip_BookCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	0	0	0	True	0	0	0	False	False	0	False	True																					
1140	combat_Item_259	10	combat	1	Icon_Items.Union_Bomb1_Tex	0	100	1	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_PotionCue	InterfaceSound.UseItem.Use_PotionDrinkCue	True	None	0			0	True	False	Item_Drop.SM.Potion_SM	InterfaceSound.Drop_ItemCUE.Drop_PotionCue	False		True					0	0		True	0	0	18	True	True		True	True	64001200																				
1141	combat_Item_259	10	combat	1	Icon_Items.Union_Bomb2_Tex	0	100	1	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_PotionCue	InterfaceSound.UseItem.Use_PotionDrinkCue	True	None	0			0	True	False	Item_Drop.SM.Potion_SM	InterfaceSound.Drop_ItemCUE.Drop_PotionCue	False		True					0	0		True	0	0	18	True	True		True	True	64001300																				
1142	combat_Item_259	10	combat	1	Icon_Items.Union_Bomb3_Tex	0	100	1	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_PotionCue	InterfaceSound.UseItem.Use_PotionDrinkCue	True	None	0			0	True	False	Item_Drop.SM.Potion_SM	InterfaceSound.Drop_ItemCUE.Drop_PotionCue	False		True					0	0		True	0	0	18	True	True		True	True	64001400																				
1143	combat_Item_259	10	combat	1	Icon_Items.Union_Bomb4_Tex	0	100	1	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_PotionCue	InterfaceSound.UseItem.Use_PotionDrinkCue	True	None	0			0	True	False	Item_Drop.SM.Potion_SM	InterfaceSound.Drop_ItemCUE.Drop_PotionCue	False		True					0	0		True	0	0	18	True	True		True	True	64001500																				
1144	combat_Item_259	60	combat	1	Icon_Items.Union_Bomb5_Tex	0	100	1	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_PotionCue	InterfaceSound.UseItem.Use_PotionDrinkCue	True	None	0			0	True	False	Item_Drop.SM.Potion_SM	InterfaceSound.Drop_ItemCUE.Drop_PotionCue	False		True					0	0		True	0	0	18	True	True		True	True	64001600																				
1145	artisan8	0	union	1	Icon_Items.Union_BombMaterial_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	50000			0	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	5000	0	0	True	True		False	True																					
1146	combat_item_16	30	combat	1	Icon_Items.Union_QuickHeal_Tex	0	100	1	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_PotionCue	InterfaceSound.UseItem.Use_PotionDrinkCue	True	None	0			3	True	False	Item_Drop.SM.Potion_SM	InterfaceSound.Drop_ItemCUE.Drop_PotionCue	False		True					0	0		True	0	0	1	True	True		True	True	64001700																				
1147	artisan8	0	union	1	Icon_Items.Union_Collect1_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	2883			0	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	288	0	0	True	True		False	True																					
1148	artisan8	0	union	1	Icon_Items.Union_Quest1_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		False					0	0		True	0	0	0	False	True		False	True																					
1149	artisan8	0	union	1	Icon_Items.Union_Collect2_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	2883			0	True	False	Item_Drop.SM.Mineral_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	288	0	0	True	True		False	True																					
1150	artisan8	0	union	1	Icon_Items.Union_Quest2_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Mineral_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		False					0	0		True	0	0	0	False	True		False	True																					
1151	artisan8	0	union	1	Icon_Items.Union_Collect3_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	2883			0	True	False	Item_Drop.SM.Energy_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	288	0	0	True	True		False	True																					
1152	artisan8	0	union	1	Icon_Items.Union_Quest3_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Energy_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		False					0	0		True	0	0	0	False	True		False	True																					
1153	artisan8	0	union	1	Icon_Items.Union_Collect4_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	2883			0	True	False	DropItem.SM.Item_Drop_Plant_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	288	0	0	True	True		False	True																					
1154	artisan8	0	union	1	Icon_Items.Union_Quest4_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	DropItem.SM.Item_Drop_Plant_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		False					0	0		True	0	0	0	False	True		False	True																					
1155	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial32_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	50000			0	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	5000	0	0	True	True		False	True																					
1156	artisan8	0	union	1	Icon_Items.Union_MakeMaterial2_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	50000			0	True	False	Item_Drop.SM.Drop_NocteniumBanana_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	5000	0	0	True	True		False	True																					
1157	artisan8	0	union	1	Icon_Items.Union_MakeMaterial3_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	50000			0	True	False	Item_Drop.SM.Drop_NocteniumChip_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	5000	0	0	True	True		False	True																					
1158	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial1_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	190000			0	True	False	Item_Drop.SM.Potion_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	19000	0	0	True	True		False	True																					
1159	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial2_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Mineral_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	1000	0	0	True	True		False	True																					
1160	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial3_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	500000			0	True	False	Item_Drop.SM.Mineral_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	50000	0	0	True	True		False	True																					
1161	artisan8	0	union	1	Icon_Items.Union_EnchantMaterial1_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Mineral_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	True		False	True																					
1162	artisan8	0	union	1	Icon_Items.NocteniumGemstone_Tex	0	10000	1	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Drop_NocteniumGemstone_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	True		False	True																					
1163	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial4_Tex	0	10000	0	NO_COMBAT	MIX_DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	100000			0	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	10000	0	0	True	True		False	True		202																			
1164	artisan8	30	metal	1	Icon_Items.Union_Summon1_Tex	0	10000	1	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_OreCue	InterfaceSound.SYSMSGCUE.SYSMSG_2073Cue	False	None	0			1164	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	False		False	True	64000900		"NORMAL;RELAX"																		
1165	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial5_Tex	0	10000	1	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Drop_NocteniumBox_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	True		False	True																					
1166	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial6_Tex	0	10000	0	NO_COMBAT	MIX_DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	180000			0	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	18000	0	0	True	True		False	True		203																			
1167	artisan8	30	metal	1	Icon_Items.Union_Summon2_Tex	0	10000	2	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_OreCue	InterfaceSound.SYSMSGCUE.SYSMSG_2074Cue	False	None	0			1164	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	False		False	True	64001000		"NORMAL;RELAX"																		
1168	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial7_Tex	0	10000	2	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Drop_NocteniumBox_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	True		False	True																					
1169	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial8_Tex	0	10000	0	NO_COMBAT	MIX_DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	324000			0	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	32400	0	0	True	True		False	True		204																			
1170	artisan8	30	metal	1	Icon_Items.Union_Summon3_Tex	0	10000	3	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_OreCue	InterfaceSound.SYSMSGCUE.SYSMSG_2075Cue	False	None	0			1164	True	False	Item_Drop.SM.Sack_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	False		False	True	64001100		"NORMAL;RELAX"																		
1171	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial9_Tex	0	10000	3	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	0			0	True	False	Item_Drop.SM.Drop_NocteniumBox_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	0	0	0	True	True		False	True																					
1172	artisan8	0	union	1	Icon_Items.Union_ComposeMaterial27_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	5000000			0	True	False	Item_Drop.SM.Mineral_SM	InterfaceSound.Drop_ItemCUE.Drop_OreCue	False		True					0	0		True	500000	0	0	True	True		False	True																					
1173	weapon_material_1A	0	weaponMaterial	1	Icon_Items.Union_ComposeMaterial28_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	157348			0	True	False	Item_Drop.SM.Weaponstone_SM	InterfaceSound.Drop_ItemCUE.Drop_WeaponStoneCue	False		True					0	0		True	15735	0	0	True	True		False	True																					
1174	armor_material_1	0	armorMaterial	1	Icon_Items.Union_ComposeMaterial30_Tex	0	10000	0	NO_COMBAT	NO_COMBAT		InterfaceSound.Equip_ItemCUE.Equip_OreCue		False	None	157348			0	True	False	Item_Drop.SM.Armorstone_SM	InterfaceSound.Drop_ItemCUE.Drop_ArmorStoneCue	False		True					0	0		True	15735	0	0	True	True		False	True																					
