id	name	coolTime	category	level	icon	rank	maxStack	rareGrade	requiredEquipmentType	combatItemType	equipSound	usedSound	artisanable	boundType	buyPrice	changeColorEnable	changeLook	coolTimeGroup	destroyable	dismantlable	dropSilhouette	dropSound	enchantEnable	extractLook	guildWarehouseStorable	linkCrestId	linkCustomizingId	linkEquipmentId	linkLookInfoId	linkPetAdultId	linkPetOrbId	linkSkillId	masterpieceRate	obtainable	sellPrice	slotLimit	sortingNumber	storeSellable	tradable	unidentifiedItemGrade	useOnlyTerritory	warehouseStorable	requiredLevel	dropEffect
240010	premium_box	1	magical	1	Icon_Items.PremiumBox_CrystalWeapon_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000021	0	True	0	0	0	False	True	0	False	True		
240011	premium_box	1	magical	1	Icon_Items.PremiumBox_CrystalWeapon_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000022	0	True	0	0	0	False	True	0	False	True		
240012	premium_box	1	magical	1	Icon_Items.PremiumBox_CrystalWeapon_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000023	0	True	0	0	0	False	True	0	False	True		
240013	premium_box	1	magical	1	Icon_Items.PremiumBox_CrystalArmor_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000024	0	True	0	0	0	False	True	0	False	True		
240014	premium_gacha	0	service	1	Icon_Items.PremiumBox_Dress4_Tex	0	1000	3	NO_COMBAT	GACHA	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False		InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	True	0	0			0	0	0	0	True	0	0		False	True	0	False	True	1	Item_Drop.PS.Item_Drop_OneMoney_PS
240015	premium_box	1	magical	1	Icon_Items.PremiumBox_Vehicle4_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000028	0	True	0	0	0	False	True	0	False	True		
240016	premium_box	1	magical	1	Icon_Items.PremiumBox_Vehicle1_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000029	0	True	0	0	0	False	True	0	False	True		
240017	premium_gacha	0	service	1	Icon_Items.PremiumBox_Weapon4_Tex	0	1000	3	NO_COMBAT	GACHA	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False		InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	True	0	0			0	0	0	0	True	0	0		False	True	0	False	True	1	Item_Drop.PS.Item_Drop_OneMoney_PS
240018	premium_box	1	magical	1	Icon_Items.PremiumBox_Pet1_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000030	0	True	0	0	0	False	True	0	False	True		
240019	premium_box	1	magical	1	Icon_Items.PremiumBox_Pet2_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000031	0	True	0	0	0	False	True	0	False	True		
240020	premium_gacha	0	service	1	Icon_Items.PremiumBox_EnchantMaterial_Tex	0	1000	3	NO_COMBAT	GACHA	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False		InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	True	0	0			0	0	0	0	True	0	0		False	True	0	False	True	1	Item_Drop.PS.Item_Drop_OneMoney_PS
240021	premium_gacha	0	service	1	Icon_Items.PremiumBox_EnchantAgent_Tex	0	1000	3	NO_COMBAT	GACHA	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False		InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	True	0	0			0	0	0	0	True	0	0		False	True	0	False	True	1	Item_Drop.PS.Item_Drop_OneMoney_PS
