id	name	coolTime	category	level	icon	rank	maxStack	rareGrade	requiredEquipmentType	combatItemType	requiredLevel	equipSound	artisanable	boundType	buyPrice	changeColorEnable	changeLook	coolTimeGroup	destroyable	dismantlable	dropSilhouette	dropSound	enchantEnable	extractLook	guildWarehouseStorable	linkCrestId	linkCustomizingId	linkEquipmentId	linkLookInfoId	linkPetAdultId	linkPetOrbId	linkSkillId	masterpieceRate	obtainable	periodInMinute	periodItemCategoryId	requiredClass	sellPrice	slotLimit	sortingNumber	storeSellable	tradable	unidentifiedItemGrade	useOnlyTerritory	warehouseStorable	requiredGender	requiredRace	accessoryColorId	usedSound	dropEffect	linkPassivityId	styleCostumeId	customizingString	awakenable	dropIdentify	equipmentSetId	linkEnchantId	linkMasterpieceEnchantId	linkMasterpiecePassivityId	masterpieceBasicStatRevise	unbindCount	unbindEnchant	linkSkillPeriodDay	requiredUserStatus	requiredMaxLevel	enchantEquipType	linkPassivityCategoryId	linkChangeColorListId	combatItemArg1	combatItemArg3	combatItemArg4	itemLevelGageOn	linkMasterpiecePassivityCategoryId	itemMixId
220016	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618337				0	True	-1	0		0	0	0	False	True	0	False	True	female	human																											
220017	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618338				0	True	-1	0		0	0	0	False	True	0	False	True	female	human																											
220018	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618339				0	True	-1	0		0	0	0	False	True	0	False	True	female	human																											
220019	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618340				0	True	-1	0		0	0	0	False	True	0	False	True	female	human																											
220020	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618341				0	True	-1	0		0	0	0	False	True	0	False	True	female	human																											
220021	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618342				0	True	-1	0		0	0	0	False	True	0	False	True	female	human																											
220022	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618343				0	True	-1	0		0	0	0	False	True	0	False	True	female	highelf																											
220023	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618344				0	True	-1	0		0	0	0	False	True	0	False	True	female	highelf																											
220024	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618345				0	True	-1	0		0	0	0	False	True	0	False	True	female	highelf																											
220025	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618346				0	True	-1	0		0	0	0	False	True	0	False	True	female	highelf																											
220026	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618347				0	True	-1	0		0	0	0	False	True	0	False	True	female	highelf																											
220027	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618348				0	True	-1	0		0	0	0	False	True	0	False	True	female	highelf																											
220028	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618349				0	True	-1	0		0	0	0	False	True	0	False	True	female	aman																											
220029	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618350				0	True	-1	0		0	0	0	False	True	0	False	True	female	aman																											
220030	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618351				0	True	-1	0		0	0	0	False	True	0	False	True	female	aman																											
220031	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618352				0	True	-1	0		0	0	0	False	True	0	False	True	female	aman																											
220032	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618353				0	True	-1	0		0	0	0	False	True	0	False	True	female	aman																											
220033	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618354				0	True	-1	0		0	0	0	False	True	0	False	True	female	aman																											
220034	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618355				0	True	-1	0		0	0	0	False	True	0	False	True	female	castanic																											
220035	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618356				0	True	-1	0		0	0	0	False	True	0	False	True	female	castanic																											
220036	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618357				0	True	-1	0		0	0	0	False	True	0	False	True	female	castanic																											
220037	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618358				0	True	-1	0		0	0	0	False	True	0	False	True	female	castanic																											
220038	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618359				0	True	-1	0		0	0	0	False	True	0	False	True	female	castanic																											
220039	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Human_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618360				0	True	-1	0		0	0	0	False	True	0	False	True	female	castanic																											
220040	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Popori_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618361				0	True	-1	0		0	0	0	False	True	0	False	True	female	popori																											
220041	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Popori_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618362				0	True	-1	0		0	0	0	False	True	0	False	True	female	popori																											
220042	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27_Popori_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618363				0	True	-1	0		0	0	0	False	True	0	False	True	female	popori																											
220043	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Popori_F_A_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618364				0	True	-1	0		0	0	0	False	True	0	False	True	female	popori																											
220044	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Popori_F_B_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618365				0	True	-1	0		0	0	0	False	True	0	False	True	female	popori																											
220045	premium_body	0	style_body	1	Icon_Equipments.PC_Event_27A_Popori_F_C_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BODY	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_RobeBodyCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000003	618366				0	True	-1	0		0	0	0	False	True	0	False	True	female	popori																											
220046	premium_hair	0	style_hair	1	Icon_Equipments.Acc_334_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000001	334	0	0		0	True	-1	0		0	0	0	False	True	0	False	True	female																												
220047	premium_hair	0	style_hair	1	Icon_Equipments.Acc_335_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000001	335	0	0		0	True	-1	0		0	0	0	False	True	0	False	True	female																												
220048	premium_hair	0	style_hair	1	Icon_Equipments.Acc_336_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000001	336	0	0		0	True	-1	0		0	0	0	False	True	0	False	True	female																												
220049	premium_hair	0	style_hair	1	Icon_Equipments.Acc_331_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000001	331	0	0		0	True	-1	0		0	0	0	False	True	0	False	True	female																												
220050	premium_hair	0	style_hair	1	Icon_Equipments.Acc_332_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000001	332	0	0		0	True	-1	0		0	0	0	False	True	0	False	True	female																												
220051	premium_hair	0	style_hair	1	Icon_Equipments.Acc_333_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_ACCESSORY	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000001	333	0	0		0	True	-1	0		0	0	0	False	True	0	False	True	female																												
220052	premium_back	0	style_back	1	Icon_Equipments.Acc_337_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BACK	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000004	337	0	0	0	0	True	-1	0		0	0	0	False	True	0	False	True																													
220053	premium_back	0	style_back	1	Icon_Equipments.Acc_338_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BACK	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000004	338	0	0	0	0	True	-1	0		0	0	0	False	True	0	False	True																													
220054	premium_back	0	style_back	1	Icon_Equipments.Acc_339_Tex	0	1	3	NO_COMBAT	EQUIP_STYLE_BACK	1	InterfaceSound.Equip_ItemCUE.Equip_NormalCue	False	Equip	0	False	False	0	True	False	DropItem.SM.Item_Drop_Chest_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	60000004	339	0	0	0	0	True	-1	0		0	0	0	False	True	0	False	True																													
