name	name2	animDuration	moveDir	moveDistance1	moveDistance2	moveDistance3	moveDistance4	moveDistance5	moveDistance6	moveDistance7	rootMotion	rootRotate	rotateYaw
Human_M_ANI.Anim.Human_M_Class01_Anim	nanmu3	400	0	2,006747	4,004017	5,557889	6,098222	6,098222	6,23123	7,231852	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	nanmu4	566	0	2,960008	6,59149	10,726656	15,6730824	20,568449	22,76093	24,8539963	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	nanmu5	366	0	2,138925	4,783758	8,275918	11,6811619	13,7275839	15,0926352	16,3167114	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	nanmu6	1500	0	13,6032782	31,9950218	50,258007	66,0794144	73,51914	78,5823441	81,09348	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	outweapon	1200	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	pointAttack1	3133	0	20,2688732	47,2290421	74,55455	119,811424	147,9851	150,251541	150,251541	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	pointAttack2	700	0	6,10331	10,4725819	13,9390383	19,4552689	28,99247	29,1572037	33,4402466	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	pointAttack3	566	0	0,12072	2,452595	7,0641	13,642005	19,1965542	24,4623661	29,5232773	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	pointAttack4	500	0	3,779083	6,928804	10,5241861	14,6896276	17,98759	19,8388863	21,0652485	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	pointAttack5	1566	0	12,0310163	24,7822037	37,3317146	59,47405	80,3725	92,0939941	92,87962	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	PointStrike	1333	0	41,56092	120,276566	120,276566	120,276566	120,276566	120,276566	120,276566	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	PoisonBlow	933	0	21,0363159	35	35	35	35	35	35	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	Raker	1933	0	0	26,37364	120,329674	150	150	150	150	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	RapidSlash1	833	0	0,057954	23,1958923	43,2645836	60,79716	95,48476	144,094238	150,000122	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	RapidSlash2	283	0	1,428571	2,857143	4,285715	5,714286	7,142858	8,571429	10	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	RapidSlash2R	1033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	RapidSlash3	2066	0	21,76438	75,0001755	90,00021	110,000252	115,612389	134,999741	134,999756	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	RisingAttack	1733	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	run	766	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	Rupture	2033	0	34,01043	70,19049	81,6190643	93,04764	104,476204	110,000023	110,000015	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	sReaction	900	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	tumbling	1033	0	6,968868	45,29426	94,2272339	127,53167	143,608475	149,667984	149,944839	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	TurnAttack	1533	0	43,11988	50,11133	56,38887	62,66641	68,80444	68,80444	68,80444	True	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	VoidtrapLoop	1033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	Voidtrapshot	1133	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	Voidtrapstart	933	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class01_Anim	Wait	1200	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	bug	3400	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	campitemUse	866	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Charge	1066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	climbdown	1066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	climbEnd	6066	0	0	0	0	0	0	13,1058044	16,989	True	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	ClimbLoop	1133	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	climbup	1066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Craft_energy	1666	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Craft_metal	1133	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Craft_sew	1266	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Enchant	1066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	fall	800	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Halt	1333	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Herb	2400	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	JumpEnd	900	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	JumpEndLand	600	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	JumpLoop	850	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	land	1066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	mine	1666	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Pickup	633	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	PvpAttackshotMove	1533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	PvpAttackshotStand	1533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	PvpBuffShotMove	1533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	PvpBuffShotStand	1533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	PvpCastingMove	833	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	PvpCastingStand	1300	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01idle01	4033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01idle02	5366	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01Jump01	2700	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01JumpEnd	700	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01JumpEndLand	400	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01Run	500	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01RunFast	500	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01talk	3366	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01TurnL	1100	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01TurnR	1100	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R01unarmedWait	2033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02idle01	4033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02idle02	6700	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02Jump01	4033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02JumpEnd	700	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02JumpEndLand	300	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02Run	1100	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02RunFast	1100	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02talk	3366	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R02unarmedWait	2033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R03Jump01	2600	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R03JumpEnd	633	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R03JumpEndLand	533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R03JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R03JumpStart	733	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R03Run	900	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R03UnarmedWait	1633	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R04Jump01	2466	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R04JumpEnd	1066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R04JumpEndLand	633	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R04JumpLoop	766	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R04JumpStart	800	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R04Run	500	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	R04UnarmedWait	2033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	recall	3066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	ride	33	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	SitEnd	3066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	SitLoop	2083	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	SitStart	3066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Slide	800	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	summonPet	2066	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	swim	1133	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	swimDeath	2416	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	swimDeathWait	2416	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	swimLoop	1416	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Throw_Q	1533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	unarmedrun	833	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	unarmedwait	2200	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim	Walk	1406	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3I	idle1	7083	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3I	idle2	11083	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3I	idle3	13416	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	angry	3466	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	applaud	3200	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	attack	3166	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	beg	4083	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	bow	3750	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	dance	9583	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	fund	2750	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	greet	2750	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	pointing	2750	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	propose	5916	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	request	4666	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	shy	5083	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	smile	4266	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	sob	5583	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	taunt	3083	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	victory	3583	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_Level3S	worry	4583	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_level3T	talk1	9750	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_level3T	talk2	9416	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Share_Anim_level3T	talk3	3416	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	AdvChargeLoop	533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	BackDash	833	32768	41,8325	82,0782	120,468735	148,090668	150	150	150	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionCom2	1933	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionCom3	1933	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionDown2	1416	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionDown3	1366	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionLand3	1533	32768	26,4705887	52,9411774	70	70	70	70	70	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionRolling3	333	32768	10,000001	20	30,0000019	40,0000038	50	60	70	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionStart2	1450	32768	45	100	100	100	100	100	100	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	bReactionStart3	1633	32768	44,8672	87,82433	130,111008	172,914612	217,409332	265,819763	340	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	combo1	833	0	5,722984	25,2555866	45,4115753	52,364	52,364	52,364	52,364	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	combo1R	766	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	combo2	1233	0	0	0	0	8,774258	24,7550488	25	25	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	combo2R	700	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	combo3	2533	0	0	0	36,99711	45	47,5965157	67,21733	70	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	Death	4650	32768	66,152	66,152	66,152	66,152	66,152	66,152	66,152	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	deathwait	33	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	defenceCancel	1033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	defenceHit	1033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	defenceLoop	1500	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	defenceStart	566	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	Groggy1	2083	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	GuardReaction1	562	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	HookShotEnd	933	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	HookShotLoop	966	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	HookShotstart	733	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	inspiringRoar	733	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	inweapon	1333	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	LeapAttackShot	1633	0	19,211441	35,87444	47,727787	50	50	50	50	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	LeapAttackStart	633	0	5,002701	10,0054026	15,0081053	20,0108051	25,0135059	30,01621	35	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	outweapon	1200	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	overwhelm	2700	0	45,86661	99,14286	99,99999	100	100	100	100	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	riposte	2333	0	3,214288	29,9999981	48,0320663	65	65	87,85714	90	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	RisingAttack	1733	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	Roar	2533	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	run	900	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	ScrewThroughLoop	533	0	13,8248835	27,6497669	41,4746475	55,2995338	69,12441	82,949295	96,77418	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	ScrewThroughShot	1033	0	6,38539	20,2448311	34,0065727	40	40	40	40	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	screwThroughStart	1033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	ShieldCombo1	733	0	20,6705	41,3735	62,1415024	78,40612	85,70009	92,972374	100,125443	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	ShieldCombo1R	766	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	ShieldCombo2	1033	0	15,2678642	73,1828	74,83647	74,83647	74,83647	74,83647	74,83647	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	ShieldStrike	1033	0	0	0	10,7142868	26,785717	29,9999981	29,9999981	29,9999981	True	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	sReaction	850	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	VoidtrapLoop	1033	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	Voidtrapshot	1133	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	Voidtrapstart	933	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class02_Anim	Wait	1400	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class03_Anim	AdvLeap	500	0	0	0	0	0	0	0	0	False	False	0
Human_M_ANI.Anim.Human_M_Class03_Anim	BackAttackShot	1133	0	8,321285	20,983427	29,9999981	29,9999981	29,9999981	29,9999981	29,9999981	True	False	0
Human_M_ANI.Anim.Human_M_Class03_Anim	BackAttackStart	333	0	0,626102	2,151676	4,347443	7,054675	9,805997	12,55732	15	True	False	0
Human_M_ANI.Anim.Human_M_Class03_Anim	BehindCatchShot	1133	0	8,321286	20,983429	29,9999981	29,9999981	29,9999981	29,9999981	29,9999981	True	False	0
Human_M_ANI.Anim.Human_M_Class03_Anim	BehindCatchStart	333	0	0,626102	2,151676	4,347443	7,054675	9,805997	12,55732	15	True	False	0
Human_M_ANI.Anim.Human_M_Class03_Anim	bReactionCom2	1933	0	0	0	0	0	0	0	0	False	False	0
