id	class	skill	name	tooltip	passivityLink	level	grade	parentId	recommendationPriority	takePoint	recommendationMargin	showCrestRemainedInfoIfGreaterThan
22064	lancer	Shield Barrage	Threatening Shield Barrage	Increases aggro by $value.	22064		1	0	500	3	0	6
22065	lancer	Spring Attack	Numbing Spring Attack	$prob chance to decrease opponent's Attack Speed by 30% for 7 seconds.	22065		1	0	295	3	0	6
22066	lancer	Wallop	Empowered Wallop	Increases skill damage by $value.	22066	60	0	0	500	5	0	6
22067	lancer	Backstep	Affirmative Backstep	Reduces RE cost by 100.	22067	60	0	0	445	3	0	6
22068	lancer	Challenging Shout	Ardent Challenging Shout	Increases RE generation by $value.	22068	20	0	0	330	3	0	6
22069	lancer	Shield Counter	Ardent Shield Counter	Increases RE generation by $value.	22069	26	0	0	380	3	0	6
22070	lancer	Second Wind	Ardent Second Wind	Increases RE generation by 20%.	22070	20	0	0	235	4	0	6
22071	lancer	Stand Fast	Reinforced Stand Fast	Increases maximum RE by $value.	22071	20	0	0	365	4	0	6
22072	lancer	Front Defense	Energetic Rallying Cry	Decreases cooldown by $value.	22072	61	0	0	290	4	0	6
22073	lancer	Front Defense	Lingering Rallying Cry	Increases effect duration by $value.	22073	61	0	0	490	5	0	6
22074	lancer	Front Defense	Brilliant Rallying Cry	Reduces MP cost by $value.	22074	61	0	0	200	3	0	6
22075	lancer	Front Defense	Threatening Rallying Cry	Increases aggro by $value.	22075	61	0	0	470	4	0	6
22076	lancer	Front Defense	Threatening Rallying Cry	Increases aggro by $value.	22076		1	22075	470	3	0	6
22077	lancer	Front Defense	Lingering Rallying Cry	Increases effect duration by $value.	22077		1	22073	450	4	0	6
22078	lancer	Front Defense	Energetic Rallying Cry	Decreases cooldown by $value.	22078		1	22072	490	3	0	6
22079	lancer	Challenging Shout	Threatening Challenging Shout	Increases aggro by $value.	22079		2	22004	500	3	0	6
22080	lancer	Onslaught	Empowered Onslaught	Increases skill damage by $value.	22080		1	22007	325	4	0	6
22081	lancer	Spring Attack	Empowered Spring Attack	Increases skill damage by $value.	22081		2	22030	500	4	0	6
22082	lancer	Debilitate	Lingering Debilitate	Increases effect duration by $value.	22082		1	22034	500	5	0	6
22083	lancer	Charging Lunge	Energetic Charging Lunge	Decreases cooldown by $value.	22083		1	22039	405	3	0	6
22084	lancer	Challenging Shout	Brilliant Challenging Shout	Reduces MP cost by $value.	22084		2	22005	195	3	0	6
22085	lancer	Challenging Shout	Hastened Challenging Shout	Speeds casting by $value.	22085		2	22056	500	2	0	6
22086	lancer	Shield Counter	Threatening Shield Counter	Increases aggro by $value.	22086		2	22033	415	2	0	6
22087	lancer	Shield Barrage	Threatening Shield Barrage	Increases aggro by $value.	22087		2	22064	500	2	0	6
22088	lancer	Wallop	Empowered Wallop	Increases skill damage by $value.	22088		1	22066	500	4	0	6
22089	lancer	Backstep	Affirmative Backstep	Reduces RE cost by 100.	22089		1	22067	445	2	0	6
22090	lancer	Rallying Cry	Threatening Rallying Cry	Increases aggro by $value.	22090		2	22075	470	3	0	6
23000	slayer	Evasive Roll	Fleetfooted Evasive Roll	$prob chance to increase Combat Movement Speed by 15% for 10 seconds.	23000	20	0	0	330	4	0	6
23001	slayer	Combo Attack	Swift Combo Attack	$prob chance to increase Attack Speed 15% for 10 seconds.	23001	20	0	0	390	5	0	6
23002	slayer	Combo Attack	Empowered Combo Attack	Increases skill damage by $value.	23002	20	0	0	385	4	0	6
23003	slayer	Overpower	Brilliant Overpower	Reduces MP cost by $value.	23003	50	0	0	230	3	0	6
23004	slayer	Knockdown Strike	Empowered Knockdown Strike	Increases skill damage by $value.	23004	20	0	0	430	5	0	6
23005	slayer	Retaliate	Empowered Retaliate	Increases skill damage by $value.	23005	25	0	0	275	3	0	6
23007	slayer	Knockdown Strike	Powerlinked Knockdown Strike	Increases skill damage of Whirlwind by 25% for a few seconds.	23007	20	0	0	380	3	0	6
23008	slayer	Retaliate	Powerlinked Retaliate	Increases skill damage of Leaping Strike by 25% for a few seconds.	23008	24	0	0	185	5	0	6
23009	slayer	Overhand Strike	Persistent Overhand Strike	$prob chance to eliminate cooldown.	23009	20	0	0	600	5	0	6
23010	slayer	Combo Attack	Spirited Combo Attack	Increases MP replenishment by $value.	23010	20	0	0	350	4	0	6
23011	slayer	Triumphant Shout	Spirited Triumphant Shout	Increases MP replenishment by $value.	23011	20	0	0	305	3	0	6
23012	slayer	Whirlwind	Brilliant Whirlwind	Reduces MP cost by $value.	23012	20	0	0	270	4	0	6
23013	slayer	Dash	Energetic Dash	Decreases cooldown by $value.	23013	32	0	0	365	4	0	6
23014	slayer	Backstab	Energetic Backstab	Decreases cooldown by $value.	23014	56	0	0	340	5	0	6
23015	slayer	Triumphant Shout	Energetic Triumphant Shout	Decreases cooldown by $value.	23015	20	0	0	255	3	0	6
23016	slayer	Heart Thrust	Empowered Heart Thrust	Increases skill damage by $value.	23016	38	0	0	500	5	0	6
23017	slayer	Fury Strike	Empowered Fury Strike	Increases skill damage by $value.	23017	30	0	0	355	5	0	6
23018	slayer	Stunning Backhand	Empowered Stunning Backhand	Increases skill damage by $value.	23018	26	0	0	500	4	0	6
23019	slayer	Headlong Rush	Energetic Headlong Rush	Decreases cooldown by $value.	23019	20	0	0	380	5	0	6
23020	slayer	Leaping Strike	Brilliant Leaping Strike	Reduces MP cost by $value.	23020	24	0	0	205	4	0	6
23021	slayer	Distant Blade	Brilliant Distant Blade	Reduces MP cost by $value.	23021	22	0	0	215	4	0	6
23022	slayer	Startling Kick	Brilliant Startling Kick	Reduces MP cost by $value.	23022	20	0	0	180	4	0	6
23023	slayer	Retaliate	Energetic Retaliate	Decreases cooldown by $value.	23023	20	0	0	250	4	0	6
23024	slayer	Overhand Strike	Restorative Overhand Strike	Recovers $value of total HP per successful hit.	23024	20	0	0	420	5	0	6
23025	slayer	Tenacity	Energetic Tenacity	Decreases cooldown by $value.	23025	20	0	0	245	4	0	6
23026	slayer	Exhausting Blow	Empowered Exhausting Blow	Increases skill damage by $value.	23026	44	0	0	260	4	0	6
23027	slayer	In Cold Blood	Brilliance In Cold Blood	Reduces MP cost by $value.	23027	58	0	0	175	3	0	6
23028	slayer	Heart Thrust	Persistent Heart Thrust	$prob chance to eliminate cooldown.	23028	38	0	0	500	4	0	6
23029	slayer	Triumphant Shout	Grounded Triumphant Shout	Increases Endurance by 20% for 10 seconds.	23029	20	0	0	265	5	0	6
23030	slayer	Backstab	Blazing Backstab	Speeds casting of Heart Thrust by 25% for a few seconds.	23030	56	0	0	235	4	0	6
23031	slayer	Backstab	Blazing Backstab	Speeds casting of Knockdown Strike by 25% for a few seconds.	23031	56	0	0	220	4	0	6
23032	slayer	Fury Strike	Blazing Fury Strike	Speeds casting of Whirlwind by 25% for a few seconds.	23032	30	0	0	320	4	0	6
23033	slayer	Fury Strike	Mending Fury Strike	Recovers 4% of total HP when you follow up with Stunning Backhand.	23033	30	0	0	290	4	0	6
23034	slayer	Exhausting Blow	Energetic Exhausting Blow	Decreases cooldown by $value.	23034	44	0	0	190	6	0	6
23035	slayer	Distant Blade	Numbing Distant Blade	$prob chance to decrease opponent's attack speed by 15% for 5 seconds.	23035	22	0	0	285	6	0	6
23036	slayer	Tenacity	Balancing Tenacity	Increases balance by 50% for 15 seconds.	23036	20	0	0	195	4	0	6
23037	slayer	In Cold Blood	Blazing In Cold Blood	Speeds casting of Heart Thrust by 25% for a few seconds.	23037	58	0	0	310	2	0	6
23038	slayer	Evasive Roll	Persistent Evasive Roll	$prob chance to eliminate cooldown.	23038	20	0	0	425	4	0	6
23039	slayer	Evasive Roll	Powerlinked Evasive Roll	Increases skill damage of Fury Strike by 25% for a few seconds.	23039	20	0	0	295	4	0	6
23040	slayer	Knockdown Strike	Powerlinked Knockdown Strike	Increases skill damage of Overhand Strike by 20% for a few seconds.	23040	20	0	0	450	3	0	6
23041	slayer	Knockdown Strike	Strengthened Knockdown Strike	Increases chance of knockdown and stagger by $value.	23041	20	0	0	400	5	0	6
23042	slayer	Startling Kick	Lingering Startling Kick	Increases effect duration by $value.	23042	20	0	0	410	4	0	6
23043	slayer	Startling Kick	Blazing Startling Kick	Speeds casting of Heart Thrust by 25% for a few seconds.	23043	38	0	0	360	4	0	6
23044	slayer	Startling Kick	Blazing Startling Kick	Speeds casting of Knockdown Strike by 25% for a few seconds.	23044	20	0	0	300	4	0	6
23046	slayer	Overhand Strike	Persistent Overhand Strike	$prob chance to eliminate cooldown.	23046		1	23009	475	4	0	6
23047	slayer	Knockdown Strike	Empowered Knockdown Strike	Increases skill damage by $value.	23047		1	23004	435	4	0	6
23048	slayer	Stunning Backhand	Empowered Stunning Backhand	Increases skill damage by $value.	23048		1	23018	455	3	0	6
23049	slayer	Overhand Strike	Restorative Overhand Strike	Recovers $value of total HP per successful hit.	23049		1	23024	395	4	0	6
23050	slayer	Combo Attack	Swift Combo Attack	$prob chance to increase attack speed by 15% for 10 seconds.	23050		1	23001	405	4	0	6
23051	slayer	Exhausting Blow	Energetic Exhausting Blow	Decreases cooldown by $value.	23051		1	23034	200	6	0	6
23052	slayer	Tenacity	Balancing Tenacity	Doubles balance for 15 seconds.	23052		1	23036	210	4	0	6
23053	slayer	Tenacity	Energetic Tenacity	Decreases cooldown by $value.	23053		1	23025	325	3	0	6
