equipmentId	balance	countOfSlot	def	impact	maxAtk	minAtk	passivityLinkG	part
10113150	0	2	0	41	88	88	210601	
10113200	0	3	0	49	91	91	210701	
10113250	0	3	0	51	93	93	210701	
10113300	0	3	0	58	100	100	210801	
10113350	0	3	0	61	102	102	210801	
10113400	0	4	0	73	104	104	210901	
10113450	0	4	0	76	107	107	210901	
10113500	0	3	0	39	86	86	211001	
10113550	0	3	0	41	88	88	211001	
10114100	0	2	0	43	91	91	210601	
10114150	0	2	0	46	96	96	210601	
10114200	0	3	0	53	96	96	210701	
10114250	0	3	0	57	101	101	210701	
10114300	0	3	0	64	105	105	210801	
10114350	0	3	0	68	111	111	210801	
10114400	0	4	0	80	110	110	210901	
10114450	0	4	0	85	116	116	210901	
10114500	0	3	0	43	91	91	211001	
10114550	0	3	0	46	96	96	211001	
10115100	0	2	0	48	100	100	210601	
10115150	0	2	0	49	103	103	210601	
10115200	0	3	0	59	105	105	210701	
10115250	0	3	0	62	109	109	210701	
10115300	0	3	0	71	116	116	210801	
10115350	0	3	0	74	119	119	210801	
10115400	0	4	0	89	121	121	210901	
10115450	0	4	0	92	125	125	210901	
10115500	0	3	0	48	100	100	211001	
10115550	0	3	0	49	103	103	211001	
10116100	0	2	0	52	106	106	210601	
10116150	0	2	0	55	109	109	210601	
10116200	0	3	0	65	112	112	210701	
10116250	0	3	0	69	115	115	210701	
10116300	0	3	0	78	123	123	210801	
10116350	0	3	0	83	126	126	210801	
10116400	0	4	0	98	128	128	210901	
10116450	0	4	0	103	132	132	210901	
10116500	0	3	0	52	106	106	211001	
10116550	0	3	0	55	109	109	211001	
10117100	0	2	0	58	112	112	210601	
10117150	0	2	0	61	116	116	210601	
10117200	0	3	0	72	118	118	210701	
10117250	0	3	0	76	122	122	210701	
10117300	0	3	0	87	130	130	210801	
10117350	0	3	0	91	134	134	210801	
10117400	0	4	0	108	136	136	210901	
10117450	0	4	0	114	140	140	210901	
10117500	0	3	0	58	112	112	211001	
10117550	0	3	0	61	116	116	211001	
10118100	0	2	0	64	120	120	210601	
10118150	0	2	0	66	124	124	210601	
10118200	0	3	0	80	126	126	210701	
10118250	0	3	0	83	131	131	210701	
10118300	0	3	0	95	139	139	210801	
10118350	0	3	0	100	143	143	210801	
10118400	0	4	0	119	145	145	210901	
10118450	0	4	0	124	150	150	210901	
10118500	0	3	0	64	120	120	211001	
10118550	0	3	0	66	124	124	211001	
10119100	0	2	0	70	128	128	210601	
10119150	0	2	0	74	134	134	210601	
10119200	0	3	0	88	135	135	210701	
10119250	0	3	0	93	141	141	210701	
10119300	0	3	0	105	148	148	210801	
10119350	0	3	0	111	155	155	210801	
10119400	0	4	0	131	155	155	210901	
10119450	0	4	0	139	162	162	210901	
10119500	0	3	0	70	128	128	211001	
10119550	0	3	0	74	134	134	211001	
10120100	0	2	0	77	140	140	210601	
10120150	0	2	0	81	144	144	210601	
10120200	0	3	0	96	148	148	210701	
10120250	0	3	0	101	152	152	210701	
10120300	0	3	0	115	162	162	210801	
10120350	0	3	0	121	167	167	210801	
10120400	0	4	0	144	170	170	210901	
10120450	0	4	0	151	174	174	210901	
10120500	0	3	0	77	140	140	211001	
10120550	0	3	0	81	144	144	211001	
10121100	0	2	0	85	149	149	210602	
10121150	0	2	0	89	153	153	210602	
10121200	0	3	0	106	157	157	210702	
10121250	0	3	0	112	161	161	210702	
10121300	0	3	0	127	172	172	210802	
10121350	0	3	0	134	177	177	210802	
10121400	0	4	0	158	180	180	210902	
10121450	0	4	0	167	185	185	210902	
10121500	0	3	0	85	149	149	211002	
10121550	0	3	0	89	153	153	211002	
10122100	0	2	0	93	157	157	210602	
10122150	0	2	0	98	163	163	210602	
10122200	0	3	0	116	165	165	210702	
10122250	0	3	0	122	172	172	210702	
10122300	0	3	0	140	182	182	210802	
10122350	0	3	0	147	189	189	210802	
10122400	0	4	0	174	190	190	210902	
10122450	0	4	0	183	197	197	210902	
10122500	0	3	0	93	157	157	211002	
10122550	0	3	0	98	163	163	211002	
10123100	0	2	0	103	169	169	210602	
10123150	0	2	0	108	175	175	210602	
10123200	0	3	0	128	178	178	210702	
10123250	0	3	0	135	184	184	210702	
10123300	0	3	0	154	196	196	210802	
10123350	0	3	0	162	202	202	210802	
10123400	0	4	0	192	205	205	210902	
10123450	0	4	0	203	212	212	210902	
10123500	0	3	0	103	169	169	211002	
10123550	0	3	0	108	175	175	211002	
10124100	0	2	0	113	181	181	210602	
10124150	0	2	0	119	188	188	210602	
10124200	0	3	0	141	191	191	210702	
10124250	0	3	0	148	198	198	210702	
10124300	0	3	0	170	209	209	210802	
10124350	0	3	0	178	218	218	210802	
10124400	0	4	0	211	219	219	210902	
10124450	0	4	0	222	228	228	210902	
10124500	0	3	0	113	181	181	211002	
10124550	0	3	0	119	188	188	211002	
10125100	0	2	0	124	195	195	210602	
10125150	0	2	0	131	201	201	210602	
10125200	0	3	0	156	206	206	210702	
10125250	0	3	0	164	212	212	210702	
10125300	0	3	0	187	226	226	210802	
10125350	0	3	0	197	233	233	210802	
10125400	0	4	0	233	236	236	210902	
10125450	0	4	0	245	243	243	210902	
10125500	0	3	0	124	195	195	211002	
10125550	0	3	0	131	201	201	211002	
10126100	0	2	0	137	207	207	210602	
10126150	0	2	0	143	215	215	210602	
10126200	0	3	0	171	218	218	210702	
10126250	0	3	0	179	227	227	210702	
10126300	0	3	0	205	239	239	210802	
10126350	0	3	0	215	249	249	210802	
10126400	0	4	0	256	251	251	210902	
10126450	0	4	0	268	260	260	210902	
10126500	0	3	0	137	207	207	211002	
10126550	0	3	0	143	215	215	211002	
10127100	0	2	0	150	223	223	210602	
10127150	0	2	0	158	230	230	210602	
10127200	0	3	0	188	235	235	210702	
10127250	0	3	0	197	242	242	210702	
10127300	0	3	0	225	258	258	210802	
10127350	0	3	0	237	266	266	210802	
10127400	0	4	0	281	270	270	210902	
10127450	0	4	0	295	279	279	210902	
10127500	0	3	0	150	223	223	211002	
10127550	0	3	0	158	230	230	211002	
10128100	0	2	0	165	237	237	210602	
10128150	0	2	0	173	245	245	210602	
10128200	0	3	0	207	250	250	210702	
10128250	0	3	0	216	258	258	210702	
10128300	0	3	0	248	274	274	210802	
10128350	0	3	0	259	283	283	210802	
10128400	0	4	0	309	287	287	210902	
10128450	0	4	0	323	297	297	210902	
10128500	0	3	0	165	237	237	211002	
10128550	0	3	0	173	245	245	211002	
10129100	0	2	0	181	253	253	210602	
10129150	0	2	0	190	263	263	210602	
10129200	0	3	0	227	267	267	210702	
10129250	0	3	0	238	277	277	210702	
10129300	0	3	0	272	293	293	210802	
10129350	0	3	0	285	304	304	210802	
10129400	0	4	0	339	306	306	210902	
10129450	0	4	0	355	318	318	210902	
10129500	0	3	0	181	253	253	211002	
10129550	0	3	0	190	263	263	211002	
10130100	0	2	0	200	273	273	210602	
10130150	0	2	0	209	282	282	210602	
10130200	0	3	0	249	288	288	210702	
10130250	0	3	0	261	297	297	210702	
10130300	0	3	0	299	316	316	210802	
10130350	0	3	0	314	326	326	210802	
10130400	0	4	0	373	331	331	210902	
10130450	0	4	0	391	342	342	210902	
10130500	0	3	0	200	273	273	211002	
10130550	0	3	0	209	282	282	211002	
10131100	0	2	0	219	292	292	210603	
10131150	0	2	0	230	301	301	210603	
10131200	0	3	0	274	308	308	210703	
10131250	0	3	0	287	317	317	210703	
10131300	0	3	0	329	338	338	210803	
10131350	0	3	0	345	348	348	210803	
10131400	0	4	0	410	354	354	210903	
10131450	0	4	0	430	365	365	210903	
10131500	0	3	0	219	292	292	211003	
10131550	0	3	0	230	301	301	211003	
10132100	0	2	0	241	310	310	210603	
10132150	0	2	0	253	322	322	210603	
10132200	0	3	0	302	327	327	210703	
10132250	0	3	0	316	339	339	210703	
10132300	0	3	0	362	359	359	210803	
10132350	0	3	0	379	373	373	210803	
10132400	0	4	0	451	375	375	210903	
10132450	0	4	0	473	390	390	210903	
10132500	0	3	0	241	310	310	211003	
10132550	0	3	0	253	322	322	211003	
10133100	0	2	0	265	333	333	210603	
10133150	0	2	0	278	346	346	210603	
10133200	0	3	0	331	351	351	210703	
10133250	0	3	0	348	365	365	210703	
10133300	0	3	0	398	385	385	210803	
10133350	0	3	0	418	400	400	210803	
10133400	0	4	0	496	403	403	210903	
10133450	0	4	0	521	419	419	210903	
10133500	0	3	0	265	333	333	211003	
10133550	0	3	0	278	346	346	211003	
10134100	0	2	0	292	358	358	210603	
10134150	0	2	0	306	370	370	210603	
10134200	0	3	0	365	377	377	210703	
10134250	0	3	0	382	390	390	210703	
10134300	0	3	0	437	414	414	210803	
10134350	0	3	0	459	428	428	210803	
10134400	0	4	0	545	434	434	210903	
10134450	0	4	0	572	448	448	210903	
10134500	0	3	0	292	358	358	211003	
10134550	0	3	0	306	370	370	211003	
10135100	0	2	0	321	381	381	210603	
10135150	0	2	0	337	394	394	210603	
10135200	0	3	0	401	402	402	210703	
10135250	0	3	0	422	415	415	210703	
10135300	0	3	0	482	441	441	210803	
10135350	0	3	0	506	456	456	210803	
10135400	0	4	0	600	461	461	210903	
10135450	0	4	0	631	477	477	210903	
10135500	0	3	0	321	381	381	211003	
10135550	0	3	0	337	394	394	211003	
10136100	0	2	0	353	407	407	210603	
10136150	0	2	0	370	422	422	210603	
10136200	0	3	0	442	429	429	210703	
10136250	0	3	0	463	445	445	210703	
10136300	0	3	0	530	471	471	210803	
10136350	0	3	0	556	488	488	210803	
10136400	0	4	0	661	493	493	210903	
10136450	0	4	0	693	511	511	210903	
10136500	0	3	0	353	407	407	211003	
10136550	0	3	0	370	422	422	211003	
10137100	0	2	0	389	436	436	210603	
10137150	0	2	0	408	452	452	210603	
10137200	0	3	0	486	460	460	210703	
10137250	0	3	0	511	476	476	210703	
10137300	0	3	0	583	504	504	210803	
10137350	0	3	0	613	523	523	210803	
10137400	0	4	0	727	528	528	210903	
10137450	0	4	0	764	547	547	210903	
10137500	0	3	0	389	436	436	211003	
10137550	0	3	0	408	452	452	211003	
10138100	0	2	0	428	467	467	210603	
10138150	0	2	0	448	484	484	210603	
10138200	0	3	0	534	492	492	210703	
10138250	0	3	0	560	510	510	210703	
10138300	0	3	0	641	540	540	210803	
10138350	0	3	0	673	560	560	210803	
10138400	0	4	0	799	566	566	210903	
10138450	0	4	0	839	586	586	210903	
10138500	0	3	0	428	467	467	211003	
10138550	0	3	0	448	484	484	211003	
10139100	0	2	0	470	501	501	210603	
10139150	0	2	0	494	518	518	210603	
10139200	0	3	0	588	528	528	210703	
10139250	0	3	0	618	546	546	210703	
10139300	0	3	0	705	580	580	210803	
10139350	0	3	0	741	599	599	210803	
10139400	0	4	0	879	607	607	210903	
10139450	0	4	0	924	627	627	210903	
10139500	0	3	0	470	501	501	211003	
10139550	0	3	0	494	518	518	211003	
10140100	0	2	0	518	535	535	210603	
10140150	0	2	0	543	554	554	210603	
10140200	0	3	0	647	564	564	210703	
10140250	0	3	0	679	584	584	210703	
10140300	0	3	0	777	619	619	210803	
10140350	0	3	0	815	641	641	210803	
10140400	0	4	0	968	648	648	210903	
10140450	0	4	0	1016	671	671	210903	
10140500	0	3	0	518	535	535	211003	
10140550	0	3	0	543	554	554	211003	
10141100	0	2	0	570	572	572	210604	
10141150	0	2	0	598	592	592	210604	
10141200	0	3	0	712	603	603	210704	
10141250	0	3	0	748	624	624	210704	
10141300	0	3	0	855	662	662	210804	
10141350	0	3	0	898	685	685	210804	
10141400	0	4	0	1066	693	693	210904	
10141450	0	4	0	1119	717	717	210904	
10141500	0	3	0	570	572	572	211004	
10141550	0	3	0	598	592	592	211004	
10142100	0	2	0	627	613	613	210604	
10142150	0	2	0	658	634	634	210604	
10142200	0	3	0	784	646	646	210704	
10142250	0	3	0	823	668	668	210704	
10142300	0	3	0	940	709	709	210804	
10142350	0	3	0	988	734	734	210804	
10142400	0	4	0	1172	742	742	210904	
10142450	0	4	0	1231	768	768	210904	
10142500	0	3	0	627	613	613	211004	
10142550	0	3	0	658	634	634	211004	
10143100	0	2	0	690	654	654	210604	
10143150	0	2	0	724	678	678	210604	
10143200	0	3	0	862	689	689	210704	
10143250	0	3	0	905	715	715	210704	
10143300	0	3	0	1035	757	757	210804	
10143350	0	3	0	1086	784	784	210804	
10143400	0	4	0	1290	792	792	210904	
10143450	0	4	0	1354	821	821	210904	
10143500	0	3	0	690	654	654	211004	
10143550	0	3	0	724	678	678	211004	
10144100	0	2	0	759	703	703	210604	
10144150	0	2	0	797	726	726	210604	
10144200	0	3	0	949	741	741	210704	
10144250	0	3	0	996	765	765	210704	
10144300	0	3	0	1139	813	813	210804	
10144350	0	3	0	1196	840	840	210804	
10144400	0	4	0	1419	851	851	210904	
10144450	0	4	0	1490	879	879	210904	
10144500	0	3	0	759	703	703	211004	
10144550	0	3	0	797	726	726	211004	
10145100	0	2	0	835	749	749	210604	
10145150	0	2	0	877	776	776	210604	
10145200	0	3	0	1044	789	789	210704	
10145250	0	3	0	1096	818	818	210704	
10145300	0	3	0	1253	867	867	210804	
10145350	0	3	0	1315	898	898	210804	
10145400	0	4	0	1562	907	907	210904	
10145450	0	4	0	1640	940	940	210904	
10145500	0	3	0	835	749	749	211004	
10145550	0	3	0	877	776	776	211004	
10146100	0	2	0	919	803	803	210604	
10146150	0	2	0	965	831	831	210604	
10146200	0	3	0	1148	846	846	210704	
10146250	0	3	0	1206	876	876	210704	
10146300	0	3	0	1378	929	929	210804	
10146350	0	3	0	1448	961	961	210804	
10146400	0	4	0	1718	972	972	210904	
10146450	0	4	0	1805	1006	1006	210904	
10146500	0	3	0	919	803	803	211004	
10146550	0	3	0	965	831	831	211004	
10147100	0	2	0	1011	859	859	210604	
10147150	0	2	0	1061	890	890	210604	
10147200	0	3	0	1264	905	905	210704	
10147250	0	3	0	1326	938	938	210704	
10147300	0	3	0	1516	994	994	210804	
10147350	0	3	0	1592	1030	1030	210804	
10147400	0	4	0	1890	1040	1040	210904	
10147450	0	4	0	1984	1078	1078	210904	
10147500	0	3	0	1011	859	859	211004	
10147550	0	3	0	1061	890	890	211004	
10148100	0	2	0	1112	920	920	210604	
10148150	0	2	0	1167	952	952	210604	
10148200	0	3	0	1389	970	970	210704	
10148250	0	3	0	1458	1003	1003	210704	
10148300	0	3	0	1667	1064	1064	210804	
10148350	0	3	0	1750	1101	1101	210804	
10148400	0	4	0	2079	1114	1114	210904	
10148450	0	4	0	2182	1153	1153	210904	
10148500	0	3	0	1112	920	920	211004	
10148550	0	3	0	1167	952	952	211004	
10149100	0	2	0	1223	984	984	210604	
10149150	0	2	0	1284	1018	1018	210604	
10149200	0	3	0	1528	1037	1037	210704	
10149250	0	3	0	1606	1073	1073	210704	
10149300	0	3	0	1834	1138	1138	210804	
10149350	0	3	0	1927	1178	1178	210804	
10149400	0	4	0	2286	1192	1192	210904	
10149450	0	4	0	2402	1233	1233	210904	
10149500	0	3	0	1223	984	984	211004	
10149550	0	3	0	1284	1018	1018	211004	
10150100	0	2	0	1345	1053	1053	210604	
10150150	0	2	0	1413	1090	1090	210604	
10150200	0	3	0	1682	1110	1110	210704	
10150250	0	3	0	1766	1149	1149	210704	
10150300	0	3	0	2018	1218	1218	210804	
10150350	0	3	0	2119	1261	1261	210804	
10150400	0	4	0	2516	1275	1275	210904	
10150450	0	4	0	2642	1320	1320	210904	
10150500	0	3	0	1345	1053	1053	211004	
10150550	0	3	0	1413	1090	1090	211004	
10151100	0	2	0	1480	1126	1126	210605	
10151150	0	2	0	1554	1166	1166	210605	
10151200	0	3	0	1850	1187	1187	210705	
10151250	0	3	0	1943	1229	1229	210705	
10151300	0	3	0	2220	1303	1303	210805	
10151350	0	3	0	2331	1349	1349	210805	
10151400	0	4	0	2768	1364	1364	210905	
10151450	0	4	0	2906	1412	1412	210905	
10151500	0	3	0	1480	1126	1126	211005	
10151550	0	3	0	1554	1166	1166	211005	
10152100	0	2	0	1628	1206	1206	210605	
10152150	0	2	0	1710	1248	1248	210605	
10152200	0	3	0	2035	1271	1271	210705	
10152250	0	3	0	2138	1315	1315	210705	
10152300	0	3	0	2442	1395	1395	210805	
10152350	0	3	0	2565	1444	1444	210805	
10152400	0	4	0	3045	1460	1460	210905	
10152450	0	4	0	3198	1511	1511	210905	
10152500	0	3	0	1628	1206	1206	211005	
10152550	0	3	0	1710	1248	1248	211005	
10153100	0	2	0	1791	1289	1289	210605	
10153150	0	2	0	1881	1328	1328	210605	
10153200	0	3	0	2238	1359	1359	210705	
10153250	0	3	0	2351	1389	1389	210705	
10153300	0	3	0	2686	1491	1491	210805	
10153350	0	3	0	2822	1515	1515	210805	
10153400	0	4	0	3349	1561	1561	210905	
10153450	0	4	0	3517	1576	1576	210905	
10153500	0	3	0	1791	1289	1289	211005	
10153550	0	3	0	1881	1328	1328	211005	
10154100	0	2	0	1970	1367	1367	210605	
10154150	0	2	0	2069	1408	1408	210605	
10154200	0	3	0	2463	1418	1418	210705	
10154250	0	3	0	2586	1460	1460	210705	
10154300	0	3	0	2955	1537	1537	210805	
10154350	0	3	0	3104	1583	1583	210805	
10154400	0	4	0	3684	1589	1589	210905	
10154450	0	4	0	3869	1637	1637	210905	
10154500	0	3	0	1970	1367	1367	211005	
10154550	0	3	0	2069	1408	1408	211005	
10155100	0	2	0	2167	1448	1448	210605	
10155150	0	2	0	2275	1485	1485	210605	
10155200	0	3	0	2709	1502	1502	210705	
10155250	0	3	0	2844	1529	1529	210705	
10155300	0	3	0	3250	1628	1628	210805	
10155350	0	3	0	3413	1648	1648	210805	
10155400	0	4	0	4052	1683	1683	210905	
10155450	0	4	0	4255	1692	1692	210905	
10155500	0	3	0	2167	1448	1448	211005	
10155550	0	3	0	2275	1485	1485	211005	
10156100	0	2	0	2384	1522	1522	210605	
10156150	0	2	0	2502	1560	1560	210605	
10156200	0	3	0	2979	1556	1556	210705	
10156250	0	3	0	3128	1595	1595	210705	
10156300	0	3	0	3575	1666	1666	210805	
10156350	0	3	0	3753	1707	1707	210805	
10156400	0	4	0	4457	1699	1699	210905	
10156450	0	4	0	4679	1742	1742	210905	
10156500	0	3	0	2384	1522	1522	211005	
10156550	0	3	0	2502	1560	1560	211005	
10157100	0	2	0	2622	1598	1598	210605	
10157150	0	2	0	2753	1638	1638	210605	
10157200	0	3	0	3278	1634	1634	210705	
10157250	0	3	0	3441	1675	1675	210705	
10157300	0	3	0	3933	1749	1749	210805	
10157350	0	3	0	4130	1793	1793	210805	
10157400	0	4	0	4903	1784	1784	210905	
10157450	0	4	0	5148	1829	1829	210905	
10157500	0	3	0	2622	1598	1598	211005	
10157550	0	3	0	2753	1638	1638	211005	
10158100	0	2	0	2884	1679	1679	210605	
10158150	0	2	0	3029	1720	1720	210605	
10158200	0	3	0	3605	1717	1717	210705	
10158250	0	3	0	3786	1758	1758	210705	
10158300	0	3	0	4326	1838	1838	210805	
10158350	0	3	0	4543	1883	1883	210805	
10158400	0	4	0	5393	1875	1875	210905	
10158450	0	4	0	5663	1920	1920	210905	
10158500	0	3	0	2884	1679	1679	211005	
10158550	0	3	0	3029	1720	1720	211005	
10159100	0	2	0	3173	1762	1762	210605	
10159150	0	2	0	3332	1806	1806	210605	
10159200	0	3	0	3966	1801	1801	210705	
10159250	0	3	0	4165	1846	1846	210705	
10159300	0	3	0	4760	1929	1929	210805	
10159350	0	3	0	4997	1977	1977	210805	
10159400	0	4	0	5934	1967	1967	210905	
10159450	0	4	0	6230	2016	2016	210905	
10159500	0	3	0	3173	1762	1762	211005	
10159550	0	3	0	3332	1806	1806	211005	
10160100	0	2	0	3490	1851	1851	210605	
10160150	0	2	0	3665	1896	1896	210605	
10160200	0	3	0	4363	1892	1892	210705	
10160250	0	3	0	4581	1938	1938	210705	
10160300	0	3	0	5235	2026	2026	210805	
10160350	0	3	0	5498	2075	2075	210805	
10160400	0	4	0	6527	2067	2067	210905	
10160450	0	4	0	6854	2117	2117	210905	
10160500	0	3	0	3490	1851	1851	211005	
10160550	0	3	0	3665	1896	1896	211005	
10161100	0	2	0	3839	1942	1942	210606	
10161150	0	2	0	4031	1991	1991	210606	
10161200	0	3	0	4799	1985	1985	210706	
10161250	0	3	0	5039	2036	2036	210706	
10161300	0	3	0	5758	2126	2126	210806	
10161350	0	3	0	6046	2179	2179	210806	
10161400	0	4	0	7179	2168	2168	210906	
10161450	0	4	0	7538	2223	2223	210906	
10161500	0	3	0	3839	1942	1942	211006	
10161550	0	3	0	4031	1991	1991	211006	
10162100	0	2	0	4223	2040	2040	210606	
10162150	0	2	0	4435	2090	2090	210606	
10162200	0	3	0	5278	2086	2086	210706	
10162250	0	3	0	5543	2137	2137	210706	
10162300	0	3	0	6334	2233	2233	210806	
10162350	0	3	0	6652	2288	2288	210806	
10162400	0	4	0	7897	2278	2278	210906	
10162450	0	4	0	8293	2334	2334	210906	
10162500	0	3	0	4223	2040	2040	211006	
10162550	0	3	0	4435	2090	2090	211006	
10163100	0	2	0	4646	2141	2141	210606	
10163150	0	2	0	4877	2195	2195	210606	
10163200	0	3	0	5807	2189	2189	210706	
10163250	0	3	0	6097	2244	2244	210706	
10163300	0	3	0	6968	2343	2343	210806	
10163350	0	3	0	7316	2402	2402	210806	
10163400	0	4	0	8687	2391	2391	210906	
10163450	0	4	0	9121	2451	2451	210906	
10163500	0	3	0	4646	2141	2141	211006	
10163550	0	3	0	4877	2195	2195	211006	
10164100	0	2	0	5110	2249	2249	210606	
10164150	0	2	0	5366	2304	2304	210606	
10164200	0	3	0	6388	2299	2299	210706	
10164250	0	3	0	6707	2356	2356	210706	
10164300	0	3	0	7665	2462	2462	210806	
10164350	0	3	0	8048	2522	2522	210806	
10164400	0	4	0	9556	2511	2511	210906	
10164450	0	4	0	10034	2573	2573	210906	
10164500	0	3	0	5110	2249	2249	211006	
10164550	0	3	0	5366	2304	2304	211006	
10165100	0	2	0	5621	2360	2360	210606	
10165150	0	2	0	5902	2420	2420	210606	
10165200	0	3	0	7026	2413	2413	210706	
10165250	0	3	0	7378	2474	2474	210706	
10165300	0	3	0	8432	2583	2583	210806	
10165350	0	3	0	8854	2649	2649	210806	
10165400	0	4	0	10512	2635	2635	210906	
10165450	0	4	0	11037	2702	2702	210906	
10165500	0	3	0	5621	2360	2360	211006	
10165550	0	3	0	5902	2420	2420	211006	
10166100	0	2	0	6184	2479	2479	210606	
10166150	0	2	0	6492	2541	2541	210606	
10166200	0	3	0	7729	2534	2534	210706	
10166250	0	3	0	8115	2598	2598	210706	
10166300	0	3	0	9275	2713	2713	210806	
10166350	0	3	0	9738	2781	2781	210806	
10166400	0	4	0	11563	2768	2768	210906	
10166450	0	4	0	12141	2837	2837	210906	
10166460	0	4	0	12141	2837	2837	210907	
10166500	0	3	0	6184	2479	2479	211006	
10166550	0	3	0	6492	2541	2541	211006	
10167100	0	2	0	6802	2603	2603	210606	
10167150	0	2	0	7142	2668	2668	210606	
10167200	0	3	0	8502	2661	2661	210706	
10167250	0	3	0	8928	2728	2728	210706	
