class	skillId	cost	effectRate	effectType
berserker	100913	1	0.04	4
berserker	101000	0	0.04	4
berserker	101010	1	0.04	4
berserker	101011	1	0.04	4
berserker	101012	1	0.04	4
berserker	101013	1	0.04	4
berserker	101100	0	0.04	4
berserker	101110	1	0.04	4
berserker	101111	1	0.04	4
berserker	101112	1	0.04	4
berserker	101113	1	0.04	4
berserker	101200	0	0.04	4
berserker	101210	1	0.04	4
berserker	101211	1	0.04	4
berserker	101212	1	0.04	4
berserker	101213	1	0.04	4
berserker	150100	0	0.04	4
berserker	150110	1	0.04	4
berserker	150111	1	0.04	4
berserker	150112	1	0.04	4
berserker	150113	1	0.04	4
berserker	150200	0	0.04	4
berserker	150210	1	0.04	4
berserker	150211	1	0.04	4
berserker	150212	1	0.04	4
berserker	150213	1	0.04	4
berserker	150300	0	0.04	4
berserker	150310	1	0.04	4
berserker	150311	1	0.04	4
berserker	150312	1	0.04	4
berserker	150313	1	0.04	4
berserker	150400	0	0.04	4
berserker	150410	1	0.04	4
berserker	150411	1	0.04	4
berserker	150412	1	0.04	4
berserker	150413	1	0.04	4
berserker	150500	0	0.04	4
berserker	150510	1	0.04	4
berserker	150511	1	0.04	4
berserker	150512	1	0.04	4
berserker	150513	1	0.04	4
berserker	150600	0	0.04	4
berserker	150610	1	0.04	4
berserker	150611	1	0.04	4
berserker	150612	1	0.04	4
berserker	150613	1	0.04	4
berserker	150700	0	0.04	4
berserker	150710	1	0.04	4
berserker	150711	1	0.04	4
berserker	150712	1	0.04	4
berserker	150713	1	0.04	4
berserker	150800	0	0.04	4
berserker	150810	1	0.04	4
berserker	150811	1	0.04	4
berserker	150812	1	0.04	4
berserker	150813	1	0.04	4
berserker	150900	0	0.04	4
berserker	150910	1	0.04	4
berserker	150911	1	0.04	4
berserker	150912	1	0.04	4
berserker	150913	1	0.04	4
berserker	150114	1	0.04	4
berserker	150214	1	0.04	4
berserker	150314	1	0.04	4
berserker	150414	1	0.04	4
berserker	150514	1	0.04	4
berserker	150614	1	0.04	4
berserker	150714	1	0.04	4
berserker	150814	1	0.04	4
berserker	150914	1	0.04	4
berserker	240100	1	0.04	4
berserker	240105	0	0.04	4
berserker	240110	1	0.04	4
berserker	240111	1	0.04	4
berserker	240112	1	0.04	4
berserker	240113	1	0.04	4
berserker	240200	1	0.04	4
berserker	240205	0	0.04	4
berserker	240210	1	0.04	4
berserker	240211	1	0.04	4
berserker	240212	1	0.04	4
berserker	240213	1	0.04	4
berserker	60100	1	0.04	4
berserker	60200	1	0.04	4
berserker	60300	1	0.04	4
berserker	60400	1	0.04	4
berserker	60500	1	0.04	4
berserker	60600	1	0.04	4
berserker	250100	1	0.04	4
berserker	250130	1	0.04	4
berserker	320100	1	0.03	6
berserker	320101	1	0.03	6
berserker	60130	1	0.04	4
berserker	60230	1	0.04	4
berserker	60330	1	0.04	4
berserker	60430	1	0.04	4
berserker	60530	1	0.04	4
berserker	60630	1	0.04	4
berserker	40101	1	0.04	4
berserker	40201	1	0.04	4
berserker	40301	1	0.04	4
berserker	40401	1	0.04	4
berserker	40501	1	0.04	4
berserker	40601	1	0.04	4
berserker	40701	1	0.04	4
berserker	40801	1	0.04	4
berserker	40901	1	0.04	4
berserker	41001	1	0.04	4
berserker	41101	1	0.04	4
berserker	41201	1	0.04	4
berserker	41301	1	0.04	4
berserker	41401	1	0.04	4
berserker	41501	1	0.04	4
berserker	40131	1	0.04	4
berserker	40231	1	0.04	4
berserker	40331	1	0.04	4
berserker	40431	1	0.04	4
berserker	40531	1	0.04	4
berserker	40631	1	0.04	4
berserker	40731	1	0.04	4
berserker	40831	1	0.04	4
berserker	40931	1	0.04	4
berserker	41031	1	0.04	4
berserker	41131	1	0.04	4
berserker	41231	1	0.04	4
berserker	41331	1	0.04	4
berserker	41431	1	0.04	4
berserker	41531	1	0.04	4
berserker	250101	1	0.04	4
berserker	250131	1	0.04	4
archer	160100	1	0.04	4
archer	160200	1	0.04	4
archer	160300	1	0.04	4
archer	160400	1	0.04	4
archer	160500	1	0.04	4
archer	160600	1	0.04	4
archer	160700	1	0.04	4
archer	160800	1	0.04	4
archer	160900	1	0.04	4
archer	161000	1	0.04	4
archer	40100	1	0.04	13
archer	40200	1	0.04	13
archer	40300	1	0.04	13
archer	40400	1	0.04	13
archer	40500	1	0.04	13
archer	40600	1	0.04	13
archer	40700	1	0.04	13
archer	40800	1	0.04	13
archer	40900	1	0.04	13
archer	41000	1	0.04	13
archer	41100	1	0.04	13
archer	41200	1	0.04	13
archer	20100	0	0.04	4
archer	20110	1	0.04	4
archer	20200	0	0.04	4
archer	20210	1	0.04	4
archer	20300	0	0.04	4
archer	20310	1	0.04	4
archer	20400	0	0.04	4
archer	20410	1	0.04	4
archer	20500	0	0.04	4
archer	20510	1	0.04	4
archer	20600	0	0.04	4
archer	20610	1	0.04	4
archer	20700	0	0.04	4
archer	20710	1	0.04	4
archer	20800	0	0.04	4
archer	20810	1	0.04	4
archer	20900	0	0.04	4
archer	20910	1	0.04	4
archer	21000	0	0.04	4
archer	21010	1	0.04	4
archer	21100	0	0.04	4
archer	21110	1	0.04	4
archer	21200	0	0.04	4
archer	21210	1	0.04	4
archer	21300	0	0.04	4
archer	21310	1	0.04	4
archer	21400	0	0.04	4
archer	21410	1	0.04	4
archer	21500	0	0.04	4
archer	21510	1	0.04	4
archer	30100	0	0.04	4
archer	30110	1	0.04	4
archer	30111	1	0.04	4
archer	30112	1	0.04	4
archer	30113	1	0.04	4
archer	30200	0	0.04	4
archer	30210	1	0.04	4
archer	30211	1	0.04	4
archer	30212	1	0.04	4
archer	30213	1	0.04	4
archer	30300	0	0.04	4
archer	30310	1	0.04	4
archer	30311	1	0.04	4
archer	30312	1	0.04	4
archer	30313	1	0.04	4
archer	30400	0	0.04	4
archer	30410	1	0.04	4
archer	30411	1	0.04	4
archer	30412	1	0.04	4
archer	30413	1	0.04	4
archer	30500	0	0.04	4
archer	30510	1	0.04	4
archer	30511	1	0.04	4
archer	30512	1	0.04	4
archer	30513	1	0.04	4
archer	30600	0	0.04	4
archer	30610	1	0.04	4
archer	30611	1	0.04	4
archer	30612	1	0.04	4
archer	30613	1	0.04	4
archer	30700	0	0.04	4
archer	30710	1	0.04	4
archer	30711	1	0.04	4
archer	30712	1	0.04	4
archer	30713	1	0.04	4
archer	30800	0	0.04	4
archer	30810	1	0.04	4
archer	30811	1	0.04	4
archer	30812	1	0.04	4
archer	30813	1	0.04	4
archer	30900	0	0.04	4
archer	30910	1	0.04	4
archer	30911	1	0.04	4
archer	30912	1	0.04	4
archer	30913	1	0.04	4
archer	31000	0	0.04	4
archer	31010	1	0.04	4
archer	31011	1	0.04	4
archer	31012	1	0.04	4
archer	31013	1	0.04	4
archer	31100	0	0.04	4
archer	31110	1	0.04	4
archer	31111	1	0.04	4
archer	31112	1	0.04	4
archer	31113	1	0.04	4
archer	31200	0	0.04	4
archer	31210	1	0.04	4
archer	31211	1	0.04	4
archer	31212	1	0.04	4
archer	31213	1	0.04	4
archer	31300	0	0.04	4
archer	31310	1	0.04	4
archer	31311	1	0.04	4
archer	31312	1	0.04	4
archer	31313	1	0.04	4
archer	31400	0	0.04	4
archer	31410	1	0.04	4
archer	31411	1	0.04	4
archer	31412	1	0.04	4
archer	31413	1	0.04	4
archer	40100	0	0.04	4
archer	40110	1	0.04	4
archer	40111	1	0.04	4
archer	40112	1	0.04	4
archer	40113	1	0.04	4
archer	40200	0	0.04	4
archer	40210	1	0.04	4
archer	40211	1	0.04	4
archer	40212	1	0.04	4
archer	40213	1	0.04	4
archer	40300	0	0.04	4
archer	40310	1	0.04	4
archer	40311	1	0.04	4
archer	40312	1	0.04	4
archer	40313	1	0.04	4
archer	40400	0	0.04	4
archer	40410	1	0.04	4
archer	40411	1	0.04	4
archer	40412	1	0.04	4
archer	40413	1	0.04	4
archer	40500	0	0.04	4
archer	40510	1	0.04	4
archer	40511	1	0.04	4
archer	40512	1	0.04	4
archer	40513	1	0.04	4
archer	40600	0	0.04	4
archer	40610	1	0.04	4
archer	40611	1	0.04	4
archer	40612	1	0.04	4
archer	40613	1	0.04	4
archer	40700	0	0.04	4
archer	40710	1	0.04	4
archer	40711	1	0.04	4
archer	40712	1	0.04	4
archer	40713	1	0.04	4
archer	40800	0	0.04	4
archer	40810	1	0.04	4
archer	40811	1	0.04	4
archer	40812	1	0.04	4
archer	40813	1	0.04	4
archer	40900	0	0.04	4
archer	40910	1	0.04	4
archer	40911	1	0.04	4
archer	40912	1	0.04	4
archer	40913	1	0.04	4
archer	41000	0	0.04	4
archer	41010	1	0.04	4
archer	41011	1	0.04	4
archer	41012	1	0.04	4
archer	41013	1	0.04	4
archer	41100	0	0.04	4
archer	41110	1	0.04	4
archer	41111	1	0.04	4
archer	41112	1	0.04	4
archer	41113	1	0.04	4
archer	41200	0	0.04	4
archer	41210	1	0.04	4
archer	41211	1	0.04	4
archer	41212	1	0.04	4
archer	41213	1	0.04	4
archer	50100	1	1.15	3
archer	50120	0		0
archer	50200	1	1.15	3
archer	50220	0		0
archer	50300	1	1.15	3
archer	50320	0		0
archer	50400	1	1.15	3
archer	50420	0		0
archer	50500	1	1.15	3
archer	50520	0		0
archer	50600	1	1.15	3
archer	50620	0		0
archer	170100	1	0.2	7
archer	170200	1	0.2	7
archer	170300	1	0.2	7
archer	190100	1	0.04	4
archer	190200	1	0.04	4
archer	190300	1	0.04	4
archer	190400	1	0.04	4
archer	190500	1	0.04	4
archer	190600	1	0.04	4
archer	190700	1	0.04	4
archer	190800	1	0.04	4
archer	180100	1	0.04	4
archer	180101	1	0.04	4
archer	180200	1	0.04	4
archer	180201	1	0.04	4
archer	180300	1	0.04	4
archer	180301	1	0.04	4
archer	180400	1	0.04	4
archer	180401	1	0.04	4
archer	180500	1	0.04	4
archer	180501	1	0.04	4
archer	180600	1	0.04	4
archer	180601	1	0.04	4
archer	180700	1	0.04	4
archer	180701	1	0.04	4
archer	180800	1	0.04	4
archer	180801	1	0.04	4
archer	180900	1	0.04	4
archer	180901	1	0.04	4
archer	181000	1	0.04	4
archer	181001	1	0.04	4
archer	290100	2	0.08	4
sorcerer	60100	1	0.04	4
sorcerer	60200	1	0.04	4
sorcerer	60300	1	0.04	4
sorcerer	60400	1	0.04	4
sorcerer	60500	1	0.04	4
sorcerer	60600	1	0.04	4
sorcerer	60700	1	0.04	4
sorcerer	60800	1	0.04	4
sorcerer	60900	1	0.04	4
sorcerer	61000	1	0.04	4
sorcerer	110100	1	0.04	4
sorcerer	110200	1	0.04	4
sorcerer	110300	1	0.04	4
sorcerer	110400	1	0.04	4
sorcerer	110500	1	0.04	4
sorcerer	110600	1	0.04	4
sorcerer	110700	1	0.04	4
sorcerer	110800	1	0.04	4
sorcerer	110900	1	0.04	4
sorcerer	111000	1	0.04	4
sorcerer	111100	1	0.04	4
sorcerer	300100	1	0.04	4
sorcerer	320100	1	0.04	4
sorcerer	110140	1	0.04	4
sorcerer	110240	1	0.04	4
sorcerer	110340	1	0.04	4
sorcerer	110440	1	0.04	4
sorcerer	110540	1	0.04	4
sorcerer	110640	1	0.04	4
sorcerer	110740	1	0.04	4
sorcerer	110840	1	0.04	4
sorcerer	110940	1	0.04	4
sorcerer	111040	1	0.04	4
sorcerer	111140	1	0.04	4
sorcerer	200100	0	0.04	4
sorcerer	200110	1	0.04	4
sorcerer	200200	0	0.04	4
sorcerer	200210	1	0.04	4
sorcerer	200300	0	0.04	4
sorcerer	200310	1	0.04	4
sorcerer	200400	0	0.04	4
sorcerer	200410	1	0.04	4
sorcerer	200500	0	0.04	4
sorcerer	200510	1	0.04	4
sorcerer	270100	1	1.15	3
sorcerer	270200	1	1.15	3
sorcerer	270300	1	1.15	3
sorcerer	270400	1	1.15	3
sorcerer	20100	1	0.04	4
sorcerer	20200	1	0.04	4
sorcerer	20300	1	0.04	4
sorcerer	20400	1	0.04	4
sorcerer	20500	1	0.04	4
sorcerer	20600	1	0.04	4
sorcerer	20700	1	0.04	4
sorcerer	20800	1	0.04	4
sorcerer	20900	1	0.04	4
sorcerer	21000	1	0.04	4
sorcerer	21100	1	0.04	4
sorcerer	21200	1	0.04	4
sorcerer	21300	1	0.04	4
sorcerer	21400	1	0.04	4
sorcerer	21500	1	0.04	4
sorcerer	20120	0	0.04	4
sorcerer	20220	0	0.04	4
sorcerer	20320	0	0.04	4
sorcerer	20420	0	0.04	4
sorcerer	20520	0	0.04	4
sorcerer	20620	0	0.04	4
sorcerer	20720	0	0.04	4
sorcerer	20820	0	0.04	4
sorcerer	20920	0	0.04	4
sorcerer	21020	0	0.04	4
sorcerer	21120	0	0.04	4
sorcerer	21220	0	0.04	4
sorcerer	21320	0	0.04	4
sorcerer	21420	0	0.04	4
sorcerer	21520	0	0.04	4
sorcerer	20121	0	0.04	4
sorcerer	20221	0	0.04	4
sorcerer	20321	0	0.04	4
sorcerer	20421	0	0.04	4
sorcerer	20521	0	0.04	4
