id	name	level	value1	value2	value3	value4	skillCategoryId	sortNum	spendEp	usableClass	userLevel	epLevel	spentEp	totalEp	perkId	perkLevel	id2	prob
112010	?? ?? ???? ?? 13	13	78	42	50	6	0	6	4	Common	20	0	0	86			81120120	0,5
112010	?? ?? ???? ?? 14	14	84	42	50	6	0	6	4	Common	20	0	0	96			81120100	0,5
112010	?? ?? ???? ?? 14	14	84	42	50	6	0	6	4	Common	20	0	0	96			81120110	0,5
112010	?? ?? ???? ?? 14	14	84	42	50	6	0	6	4	Common	20	0	0	96			81120120	0,5
112010	?? ?? ???? ?? 15	15	90	48	50	6	0	6	4	Common	20	0	0	106			81120100	0,5
112010	?? ?? ???? ?? 15	15	90	48	50	6	0	6	4	Common	20	0	0	106			81120110	0,5
112010	?? ?? ???? ?? 15	15	90	48	50	6	0	6	4	Common	20	0	0	106			81120120	0,5
810210	?? ?? ?? ?? 1	1	7				1002	8	1	Warrior	1	0	0	5			88102100	1
810210	?? ?? ?? ?? 2	2	9				1002	8	1	Warrior	1	0	0	10			88102100	1
810210	?? ?? ?? ?? 3	3	11				1002	8	1	Warrior	1	0	0	15			88102100	1
810210	?? ?? ?? ?? 4	4	13				1002	8	2	Warrior	1	0	0	20			88102100	1
810210	?? ?? ?? ?? 5	5	15				1002	8	2	Warrior	1	0	0	25			88102100	1
810210	?? ?? ?? ?? 6	6	17				1002	8	2	Warrior	1	0	0	30			88102100	1
810210	?? ?? ?? ?? 7	7	19				1002	8	3	Warrior	1	0	0	35			88102100	1
810210	?? ?? ?? ?? 8	8	21				1002	8	3	Warrior	1	0	0	40			88102100	1
810210	?? ?? ?? ?? 9	9	23				1002	8	3	Warrior	1	0	0	45			88102100	1
810210	?? ?? ?? ?? 10	10	25				1002	8	4	Warrior	1	0	0	53			88102100	1
810210	?? ?? ?? ?? 11	11	27				1002	8	4	Warrior	1	0	0	61			88102100	1
810210	?? ?? ?? ?? 12	12	29				1002	8	4	Warrior	1	0	0	69			88102100	1
810210	?? ?? ?? ?? 13	13	31				1002	8	4	Warrior	1	0	0	77			88102100	1
810210	?? ?? ?? ?? 14	14	33				1002	8	4	Warrior	1	0	0	85			88102100	1
810210	?? ?? ?? ?? 15	15	35				1002	8	4	Warrior	1	0	0	93			88102100	1
810220	?? ?? ?? ?? 1	1	5	7			1002	7	1	Warrior	1	0	0	2			88102200	0,05
810220	?? ?? ?? ?? 2	2	7	7			1002	7	1	Warrior	1	0	0	7			88102200	0,07
810220	?? ?? ?? ?? 3	3	9	7			1002	7	2	Warrior	1	0	0	12			88102200	0,09
810220	?? ?? ?? ?? 4	4	11	7			1002	7	2	Warrior	1	0	0	22			88102200	0,11
810220	?? ?? ?? ?? 5	5	13	7			1002	7	3	Warrior	1	0	0	32			88102200	0,13
810220	?? ?? ?? ?? 6	6	15	7			1002	7	3	Warrior	1	0	0	42			88102200	0,15
810220	?? ?? ?? ?? 7	7	15	8			1002	7	4	Warrior	1	0	0	52			88102200	0,15
810220	?? ?? ?? ?? 8	8	15	9			1002	7	4	Warrior	1	0	0	62			88102200	0,15
810220	?? ?? ?? ?? 9	9	15	10			1002	7	5	Warrior	1	0	0	72			88102200	0,15
810220	?? ?? ?? ?? 10	10	15	11			1002	7	5	Warrior	1	0	0	82			88102200	0,15
810230	?? ?? ??? 1	1	12				1002	810230	1	Warrior	1	0	0	7			88102300	1
810230	?? ?? ??? 1	1	12				1002	810230	1	Warrior	1	0	0	7			88102310	1
810230	?? ?? ??? 2	2	14				1002	810230	1	Warrior	1	0	0	14			88102300	1
810230	?? ?? ??? 2	2	14				1002	810230	1	Warrior	1	0	0	14			88102310	1
810230	?? ?? ??? 3	3	16				1002	810230	2	Warrior	1	0	0	21			88102300	1
810230	?? ?? ??? 3	3	16				1002	810230	2	Warrior	1	0	0	21			88102310	1
810230	?? ?? ??? 4	4	18				1002	810230	2	Warrior	1	0	0	28			88102300	1
810230	?? ?? ??? 4	4	18				1002	810230	2	Warrior	1	0	0	28			88102310	1
810230	?? ?? ??? 5	5	20				1002	810230	3	Warrior	1	0	0	35			88102300	1
810230	?? ?? ??? 5	5	20				1002	810230	3	Warrior	1	0	0	35			88102310	1
810230	?? ?? ??? 6	6	22				1002	810230	3	Warrior	1	0	0	42			88102300	1
810230	?? ?? ??? 6	6	22				1002	810230	3	Warrior	1	0	0	42			88102310	1
810230	?? ?? ??? 7	7	24				1002	810230	4	Warrior	1	0	0	49			88102300	1
810230	?? ?? ??? 7	7	24				1002	810230	4	Warrior	1	0	0	49			88102310	1
810230	?? ?? ??? 8	8	26				1002	810230	4	Warrior	1	0	0	56			88102300	1
810230	?? ?? ??? 8	8	26				1002	810230	4	Warrior	1	0	0	56			88102310	1
810230	?? ?? ??? 9	9	28				1002	810230	5	Warrior	1	0	0	63			88102300	1
810230	?? ?? ??? 9	9	28				1002	810230	5	Warrior	1	0	0	63			88102310	1
810230	?? ?? ??? 10	10	30				1002	810230	5	Warrior	1	0	0	70			88102300	1
810230	?? ?? ??? 10	10	30				1002	810230	5	Warrior	1	0	0	70			88102310	1
810300	?? ?? ?? 1	1	32				1003	25	1	Warrior	18	0	0	9			88103000	1
810300	?? ?? ?? 2	2	62				1003	25	1	Warrior	18	0	0	11			88103000	1
810300	?? ?? ?? 3	3	90				1003	25	1	Warrior	18	0	0	13			88103000	1
810300	?? ?? ?? 4	4	116				1003	25	1	Warrior	18	0	0	15			88103000	1
810300	?? ?? ?? 5	5	141				1003	25	1	Warrior	18	0	0	17			88103000	1
810300	?? ?? ?? 6	6	164				1003	25	1	Warrior	18	0	0	19			88103000	1
810300	?? ?? ?? 7	7	186				1003	25	1	Warrior	18	0	0	21			88103000	1
810300	?? ?? ?? 8	8	206				1003	25	1	Warrior	18	0	0	23			88103000	1
810300	?? ?? ?? 9	9	225				1003	25	1	Warrior	18	0	0	25			88103000	1
810300	?? ?? ?? 10	10	243				1003	25	1	Warrior	18	0	0	27			88103000	1
810300	?? ?? ?? 11	11	260				1003	25	1	Warrior	18	0	0	29			88103000	1
810300	?? ?? ?? 12	12	276				1003	25	1	Warrior	18	0	0	31			88103000	1
810300	?? ?? ?? 13	13	291				1003	25	1	Warrior	18	0	0	33			88103000	1
810300	?? ?? ?? 14	14	306				1003	25	1	Warrior	18	0	0	35			88103000	1
810300	?? ?? ?? 15	15	319				1003	25	1	Warrior	18	0	0	37			88103000	1
810300	?? ?? ?? 16	16	332				1003	25	1	Warrior	18	0	0	39			88103000	1
810300	?? ?? ?? 17	17	344				1003	25	1	Warrior	18	0	0	41			88103000	1
810300	?? ?? ?? 18	18	356				1003	25	1	Warrior	18	0	0	43			88103000	1
810300	?? ?? ?? 19	19	367				1003	25	1	Warrior	18	0	0	45			88103000	1
810300	?? ?? ?? 20	20	378				1003	25	1	Warrior	18	0	0	47			88103000	1
810300	?? ?? ?? 21	21	388				1003	25	1	Warrior	18	0	0	49			88103000	1
810300	?? ?? ?? 22	22	398				1003	25	1	Warrior	18	0	0	51			88103000	1
810300	?? ?? ?? 23	23	407				1003	25	1	Warrior	18	0	0	53			88103000	1
810300	?? ?? ?? 24	24	416				1003	25	1	Warrior	18	0	0	55			88103000	1
810300	?? ?? ?? 25	25	425				1003	25	1	Warrior	18	0	0	57			88103000	1
810300	?? ?? ?? 26	26	434				1003	25	1	Warrior	18	0	0	59			88103000	1
810300	?? ?? ?? 27	27	442				1003	25	1	Warrior	18	0	0	61			88103000	1
810300	?? ?? ?? 28	28	450				1003	25	1	Warrior	18	0	0	63			88103000	1
810300	?? ?? ?? 29	29	458				1003	25	1	Warrior	18	0	0	65			88103000	1
810300	?? ?? ?? 30	30	465				1003	25	1	Warrior	18	0	0	67			88103000	1
810300	?? ?? ?? 31	31	473				1003	25	1	Warrior	18	0	0	69			88103000	1
810300	?? ?? ?? 32	32	480				1003	25	1	Warrior	18	0	0	71			88103000	1
810300	?? ?? ?? 33	33	487				1003	25	1	Warrior	18	0	0	73			88103000	1
810300	?? ?? ?? 34	34	494				1003	25	1	Warrior	18	0	0	75			88103000	1
810300	?? ?? ?? 35	35	501				1003	25	1	Warrior	18	0	0	77			88103000	1
810300	?? ?? ?? 36	36	508				1003	25	1	Warrior	18	0	0	79			88103000	1
810300	?? ?? ?? 37	37	514				1003	25	1	Warrior	18	0	0	81			88103000	1
810300	?? ?? ?? 38	38	521				1003	25	1	Warrior	18	0	0	83			88103000	1
810300	?? ?? ?? 39	39	528				1003	25	1	Warrior	18	0	0	85			88103000	1
810300	?? ?? ?? 40	40	534				1003	25	1	Warrior	18	0	0	87			88103000	1
810300	?? ?? ?? 41	41	541				1003	25	1	Warrior	18	0	0	89			88103000	1
810300	?? ?? ?? 42	42	547				1003	25	1	Warrior	18	0	0	91			88103000	1
810300	?? ?? ?? 43	43	553				1003	25	1	Warrior	18	0	0	93			88103000	1
810300	?? ?? ?? 44	44	560				1003	25	1	Warrior	18	0	0	95			88103000	1
810300	?? ?? ?? 45	45	566				1003	25	1	Warrior	18	0	0	97			88103000	1
810300	?? ?? ?? 46	46	572				1003	25	1	Warrior	18	0	0	99			88103000	1
810300	?? ?? ?? 47	47	578				1003	25	1	Warrior	18	0	0	101			88103000	1
810300	?? ?? ?? 48	48	584				1003	25	1	Warrior	18	0	0	103			88103000	1
810300	?? ?? ?? 49	49	591				1003	25	1	Warrior	18	0	0	105			88103000	1
810300	?? ?? ?? 50	50	597				1003	25	1	Warrior	18	0	0	107			88103000	1
810300	?? ?? ?? 51	51	603				1003	25	1	Warrior	18	0	0	109			88103000	1
810300	?? ?? ?? 52	52	609				1003	25	1	Warrior	18	0	0	111			88103000	1
810300	?? ?? ?? 53	53	615				1003	25	1	Warrior	18	0	0	113			88103000	1
810300	?? ?? ?? 54	54	621				1003	25	1	Warrior	18	0	0	115			88103000	1
810300	?? ?? ?? 55	55	627				1003	25	1	Warrior	18	0	0	117			88103000	1
810300	?? ?? ?? 56	56	633				1003	25	1	Warrior	18	0	0	119			88103000	1
810300	?? ?? ?? 57	57	639				1003	25	1	Warrior	18	0	0	121			88103000	1
810300	?? ?? ?? 58	58	645				1003	25	1	Warrior	18	0	0	123			88103000	1
810300	?? ?? ?? 59	59	651				1003	25	1	Warrior	18	0	0	125			88103000	1
810300	?? ?? ?? 60	60	657				1003	25	1	Warrior	18	0	0	127			88103000	1
810300	?? ?? ?? 61	61	663				1003	25	1	Warrior	18	0	0	129			88103000	1
810300	?? ?? ?? 62	62	669				1003	25	1	Warrior	18	0	0	131			88103000	1
810300	?? ?? ?? 63	63	675				1003	25	1	Warrior	18	0	0	133			88103000	1
810300	?? ?? ?? 64	64	681				1003	25	1	Warrior	18	0	0	135			88103000	1
810300	?? ?? ?? 65	65	687				1003	25	1	Warrior	18	0	0	137			88103000	1
810300	?? ?? ?? 66	66	693				1003	25	1	Warrior	18	0	0	139			88103000	1
810300	?? ?? ?? 67	67	699				1003	25	1	Warrior	18	0	0	141			88103000	1
810300	?? ?? ?? 68	68	705				1003	25	1	Warrior	18	0	0	143			88103000	1
810300	?? ?? ?? 69	69	711				1003	25	1	Warrior	18	0	0	145			88103000	1
810300	?? ?? ?? 70	70	717				1003	25	1	Warrior	18	0	0	147			88103000	1
810300	?? ?? ?? 71	71	723				1003	25	1	Warrior	18	0	0	149			88103000	1
810300	?? ?? ?? 72	72	729				1003	25	1	Warrior	18	0	0	151			88103000	1
810300	?? ?? ?? 73	73	735				1003	25	1	Warrior	18	0	0	153			88103000	1
810300	?? ?? ?? 74	74	741				1003	25	1	Warrior	18	0	0	155			88103000	1
810300	?? ?? ?? 75	75	747				1003	25	1	Warrior	18	0	0	157			88103000	1
810300	?? ?? ?? 76	76	753				1003	25	1	Warrior	18	0	0	159			88103000	1
810300	?? ?? ?? 77	77	759				1003	25	1	Warrior	18	0	0	161			88103000	1
810300	?? ?? ?? 78	78	765				1003	25	1	Warrior	18	0	0	163			88103000	1
810300	?? ?? ?? 79	79	771				1003	25	1	Warrior	18	0	0	165			88103000	1
810300	?? ?? ?? 80	80	777				1003	25	1	Warrior	18	0	0	167			88103000	1
810300	?? ?? ?? 81	81	783				1003	25	1	Warrior	18	0	0	169			88103000	1
810300	?? ?? ?? 82	82	789				1003	25	1	Warrior	18	0	0	171			88103000	1
810300	?? ?? ?? 83	83	795				1003	25	1	Warrior	18	0	0	173			88103000	1
810300	?? ?? ?? 84	84	801				1003	25	1	Warrior	18	0	0	175			88103000	1
810300	?? ?? ?? 85	85	807				1003	25	1	Warrior	18	0	0	177			88103000	1
810300	?? ?? ?? 86	86	813				1003	25	1	Warrior	18	0	0	179			88103000	1
810300	?? ?? ?? 87	87	819				1003	25	1	Warrior	18	0	0	181			88103000	1
810300	?? ?? ?? 88	88	825				1003	25	1	Warrior	18	0	0	183			88103000	1
810300	?? ?? ?? 89	89	831				1003	25	1	Warrior	18	0	0	185			88103000	1
810300	?? ?? ?? 90	90	837				1003	25	1	Warrior	18	0	0	187			88103000	1
810300	?? ?? ?? 91	91	843				1003	25	1	Warrior	18	0	0	189			88103000	1
810300	?? ?? ?? 92	92	849				1003	25	1	Warrior	18	0	0	191			88103000	1
810300	?? ?? ?? 93	93	855				1003	25	1	Warrior	18	0	0	193			88103000	1
810300	?? ?? ?? 94	94	861				1003	25	1	Warrior	18	0	0	195			88103000	1
810300	?? ?? ?? 95	95	867				1003	25	1	Warrior	18	0	0	197			88103000	1
810300	?? ?? ?? 96	96	873				1003	25	1	Warrior	18	0	0	199			88103000	1
810300	?? ?? ?? 97	97	879				1003	25	1	Warrior	18	0	0	201			88103000	1
810300	?? ?? ?? 98	98	885				1003	25	1	Warrior	18	0	0	203			88103000	1
810300	?? ?? ?? 99	99	891				1003	25	1	Warrior	18	0	0	205			88103000	1
810310	?? ?? ?? ?? 1	1	18	12			1003	26	1	Warrior	18	0	0	12			88103100	1
810310	?? ?? ?? ?? 1	1	18	12			1003	26	1	Warrior	18	0	0	12			88103110	1
810310	?? ?? ?? ?? 2	2	21	14			1003	26	1	Warrior	18	0	0	19			88103100	1
810310	?? ?? ?? ?? 2	2	21	14			1003	26	1	Warrior	18	0	0	19			88103110	1
810310	?? ?? ?? ?? 3	3	24	16			1003	26	2	Warrior	18	0	0	26			88103100	1
810310	?? ?? ?? ?? 3	3	24	16			1003	26	2	Warrior	18	0	0	26			88103110	1
810310	?? ?? ?? ?? 4	4	27	18			1003	26	2	Warrior	18	0	0	33			88103100	1
810310	?? ?? ?? ?? 4	4	27	18			1003	26	2	Warrior	18	0	0	33			88103110	1
810310	?? ?? ?? ?? 5	5	30	20			1003	26	3	Warrior	18	0	0	40			88103100	1
810310	?? ?? ?? ?? 5	5	30	20			1003	26	3	Warrior	18	0	0	40			88103110	1
810310	?? ?? ?? ?? 6	6	33	22			1003	26	3	Warrior	18	0	0	47			88103100	1
810310	?? ?? ?? ?? 6	6	33	22			1003	26	3	Warrior	18	0	0	47			88103110	1
810310	?? ?? ?? ?? 7	7	36	24			1003	26	4	Warrior	18	0	0	54			88103100	1
810310	?? ?? ?? ?? 7	7	36	24			1003	26	4	Warrior	18	0	0	54			88103110	1
810310	?? ?? ?? ?? 8	8	39	26			1003	26	4	Warrior	18	0	0	61			88103100	1
810310	?? ?? ?? ?? 8	8	39	26			1003	26	4	Warrior	18	0	0	61			88103110	1
810310	?? ?? ?? ?? 9	9	42	28			1003	26	5	Warrior	18	0	0	68			88103100	1
810310	?? ?? ?? ?? 9	9	42	28			1003	26	5	Warrior	18	0	0	68			88103110	1
810310	?? ?? ?? ?? 10	10	45	30			1003	26	5	Warrior	18	0	0	75			88103100	1
810310	?? ?? ?? ?? 10	10	45	30			1003	26	5	Warrior	18	0	0	75			88103110	1
810400	?? ?? ?? 1	1	32				1004	18	1	Warrior	2	0	0	7			88104000	1
810400	?? ?? ?? 2	2	62				1004	18	1	Warrior	2	0	0	9			88104000	1
810400	?? ?? ?? 3	3	90				1004	18	1	Warrior	2	0	0	11			88104000	1
810400	?? ?? ?? 4	4	116				1004	18	1	Warrior	2	0	0	13			88104000	1
810400	?? ?? ?? 5	5	141				1004	18	1	Warrior	2	0	0	15			88104000	1
810400	?? ?? ?? 6	6	164				1004	18	1	Warrior	2	0	0	17			88104000	1
810400	?? ?? ?? 7	7	186				1004	18	1	Warrior	2	0	0	19			88104000	1
810400	?? ?? ?? 8	8	206				1004	18	1	Warrior	2	0	0	21			88104000	1
810400	?? ?? ?? 9	9	225				1004	18	1	Warrior	2	0	0	23			88104000	1
810400	?? ?? ?? 10	10	243				1004	18	1	Warrior	2	0	0	25			88104000	1
810400	?? ?? ?? 11	11	260				1004	18	1	Warrior	2	0	0	27			88104000	1
810400	?? ?? ?? 12	12	276				1004	18	1	Warrior	2	0	0	29			88104000	1
810400	?? ?? ?? 13	13	291				1004	18	1	Warrior	2	0	0	31			88104000	1
810400	?? ?? ?? 14	14	306				1004	18	1	Warrior	2	0	0	33			88104000	1
810400	?? ?? ?? 15	15	319				1004	18	1	Warrior	2	0	0	35			88104000	1
810400	?? ?? ?? 16	16	332				1004	18	1	Warrior	2	0	0	37			88104000	1
810400	?? ?? ?? 17	17	344				1004	18	1	Warrior	2	0	0	39			88104000	1
810400	?? ?? ?? 18	18	356				1004	18	1	Warrior	2	0	0	41			88104000	1
810400	?? ?? ?? 19	19	367				1004	18	1	Warrior	2	0	0	43			88104000	1
810400	?? ?? ?? 20	20	378				1004	18	1	Warrior	2	0	0	45			88104000	1
810400	?? ?? ?? 21	21	388				1004	18	1	Warrior	2	0	0	47			88104000	1
810400	?? ?? ?? 22	22	398				1004	18	1	Warrior	2	0	0	49			88104000	1
810400	?? ?? ?? 23	23	407				1004	18	1	Warrior	2	0	0	51			88104000	1
810400	?? ?? ?? 24	24	416				1004	18	1	Warrior	2	0	0	53			88104000	1
810400	?? ?? ?? 25	25	425				1004	18	1	Warrior	2	0	0	55			88104000	1
